"","workerid","rt","subjectGender","speakerGender","content","verb","fact","fact_type","contentNr","trigger_class","response","slide_number_in_experiment","age","language","assess","american","gender","comments","Answer.time_in_minutes"
"345",13,4168,NA,"F","Hendrick&quotechars car was expensive","control","Hendrick just bought a car",NA,"control6","control",0,8,30,"English","Yes","m","m","",3.30241666666667
"346",13,5297,"F","F","Jackson ran 10 miles","announce","Jackson is training for a marathon","factH","13","C",0,9,30,"English","Yes","m","m","",3.30241666666667
"347",13,14279,"F","F","Jayden rented a car","annoyed","Jayden doesn&quotechart have a driver&quotechars license","factL","14","NonProj",0.81,10,30,"English","Yes","m","m","",3.30241666666667
"348",13,7036,NA,"F","Vanessa is good at math","control","Vanessa won a prize at school",NA,"control4","control",0,11,30,"English","Yes","m","m","",3.30241666666667
"349",13,4977,"F","F","Jon walks to work","confess","Jon lives 2 blocks away from work","factH","19","C",0.89,12,30,"English","Yes","m","m","",3.30241666666667
"350",13,5824,"M","M","Olivia sleeps until noon","hear","Olivia has two small children","factL","4","C",0,13,30,"English","Yes","m","m","",3.30241666666667
"351",13,6096,"F","F","Frank got a cat","admit","Frank is allergic to cats","factL","12","C",0,14,30,"English","Yes","m","m","",3.30241666666667
"352",13,8702,"F","F","Tony had a drink last night","acknowledge","Tony really likes to party with his friends","factH","15","C",0,15,30,"English","Yes","m","m","",3.30241666666667
"353",13,3921,NA,"F","Todd played football in high school","control","Todd goes to the gym 3 times a week",NA,"control3","control",0,16,30,"English","Yes","m","m","",3.30241666666667
"354",13,4288,"F","F","Danny ate the last cupcake","say","Danny loves cake","factH","11","C",0,17,30,"English","Yes","m","m","",3.30241666666667
"355",13,3583,NA,"F","Mary&quotechars aunt is sick","control","Mary visited her aunt on Sunday",NA,"control2","control",0,18,30,"English","Yes","m","m","",3.30241666666667
"356",13,5280,"M","F","Mary is pregnant","pretend","Mary is a middle school student","factL","1","NonProj",0,19,30,"English","Yes","m","m","",3.30241666666667
"357",13,5168,"M","F","Mia drank 2 cocktails last night","discover","Mia is a nun","factL","6","NonProj",0,20,30,"English","Yes","m","m","",3.30241666666667
"358",13,6345,"M","M","Emma studied on Saturday morning","inform_Sam","Emma is in law school","factH","3","C",0,21,30,"English","Yes","m","m","",3.30241666666667
"359",13,3336,"M","M","Sophia got a tattoo","prove","Sophia is a hipster","factH","5","C",0,22,30,"English","Yes","m","m","",3.30241666666667
"360",13,3646,NA,"M","Madison had a baby","control","Trish sent Madison a card",NA,"control5","control",0,23,30,"English","Yes","m","m","",3.30241666666667
"361",13,5440,"F","M","Charley speaks Spanish","confirm","Charley lives in Korea","factL","20","C",0,24,30,"English","Yes","m","m","",3.30241666666667
"362",13,6416,"M","F","Josie went on vacation to France","know","Josie doesn&quotechart have a passport","factL","2","NonProj",0,25,30,"English","Yes","m","m","",3.30241666666667
"363",13,5559,NA,"M","Zack is coming to the meeting tomorrow","control","Zack is a member of the golf club",NA,"control1","control",0,26,30,"English","Yes","m","m","",3.30241666666667
"364",13,9136,"F","M","Owen shoveled snow last winter","establish","Owen lives in Chicago","factH","17","NonProj",0,27,30,"English","Yes","m","m","",3.30241666666667
"365",14,42949,"F","M","Tony had a drink last night","acknowledge","Tony really likes to party with his friends","factH","15","C",0.25,2,32,"English ","Yes","m","m","",2.72851666666667
"366",14,3963,"F","M","Jayden rented a car","reveal","Jayden&quotechars car is in the shop","factH","14","NonProj",0.31,3,32,"English ","Yes","m","m","",2.72851666666667
"367",14,3731,"F","M","Jackson ran 10 miles","confess","Jackson is training for a marathon","factH","13","C",0.37,4,32,"English ","Yes","m","m","",2.72851666666667
"368",14,25610,"M","M","Mary is pregnant","think","Mary is a middle school student","factL","1","NonProj",0.11,5,32,"English ","Yes","m","m","",2.72851666666667
"369",14,4851,"F","F","Josh learned to ride a bike yesterday","establish","Josh is a 5-year old boy","factH","16","NonProj",0.79,6,32,"English ","Yes","m","m","",2.72851666666667
"370",14,5455,"F","F","Danny ate the last cupcake","admit","Danny is a diabetic","factL","11","C",0.1,7,32,"English ","Yes","m","m","",2.72851666666667
"371",14,5959,NA,"F","Hendrick&quotechars car was expensive","control","Hendrick just bought a car",NA,"control6","control",0.27,8,32,"English ","Yes","m","m","",2.72851666666667
"372",14,4472,"F","F","Owen shoveled snow last winter","announce","Owen lives in New Orleans","factL","17","C",0.24,9,32,"English ","Yes","m","m","",2.72851666666667
"373",14,4194,"M","M","Emma studied on Saturday morning","be_right_that","Emma is in first grade","factL","3","C",0.3,10,32,"English ","Yes","m","m","",2.72851666666667
"374",14,3191,"M","M","Grace visited her sister","suggest","Grace hates her sister","factL","9","C",0.16,11,32,"English ","Yes","m","m","",2.72851666666667
"375",14,2782,"M","F","Isabella ate a steak on Sunday","confirm","Isabella is from Argentina","factH","7","C",0.26,12,32,"English ","Yes","m","m","",2.72851666666667
"376",14,2917,"M","M","Josie went on vacation to France","prove","Josie loves France","factH","2","C",0.31,13,32,"English ","Yes","m","m","",2.72851666666667
"377",14,3822,"M","M","Emily bought a car yesterday","inform_Sam","Emily has been saving for a year","factH","8","C",0.56,14,32,"English ","Yes","m","m","",2.72851666666667
"378",14,1473,"M","F","Olivia sleeps until noon","annoyed","Olivia has two small children","factL","4","NonProj",0.26,15,32,"English ","Yes","m","m","",2.72851666666667
"379",14,2441,"M","M","Zoe calculated the tip","demonstrate","Zoe is 5 years old","factL","10","C",0.22,16,32,"English ","Yes","m","m","",2.72851666666667
"380",14,5671,"M","F","Mia drank 2 cocktails last night","hear","Mia is a college student","factH","6","C",0.23,17,32,"English ","Yes","m","m","",2.72851666666667
"381",14,2308,"F","F","Jon walks to work","know","Jon lives 2 blocks away from work","factH","19","NonProj",0.37,18,32,"English ","Yes","m","m","",2.72851666666667
"382",14,2113,"F","F","Julian dances salsa","say","Julian is German","factL","18","C",0.17,19,32,"English ","Yes","m","m","",2.72851666666667
"383",14,4754,"F","F","Frank got a cat","discover","Frank has always wanted a pet","factH","12","NonProj",0.27,20,32,"English ","Yes","m","m","",2.72851666666667
"384",14,2261,NA,"M","Zack is coming to the meeting tomorrow","control","Zack is a member of the golf club",NA,"control1","control",0.24,21,32,"English ","Yes","m","m","",2.72851666666667
"385",14,1716,NA,"F","Madison had a baby","control","Trish sent Madison a card",NA,"control5","control",0.29,22,32,"English ","Yes","m","m","",2.72851666666667
"386",14,1328,"M","M","Sophia got a tattoo","see","Sophia is a high end fashion model","factL","5","NonProj",0.56,23,32,"English ","Yes","m","m","",2.72851666666667
"387",14,1606,NA,"M","Vanessa is good at math","control","Vanessa won a prize at school",NA,"control4","control",0.3,24,32,"English ","Yes","m","m","",2.72851666666667
"388",14,1102,NA,"M","Mary&quotechars aunt is sick","control","Mary visited her aunt on Sunday",NA,"control2","control",0.4,25,32,"English ","Yes","m","m","",2.72851666666667
"389",14,1453,"F","F","Charley speaks Spanish","pretend","Charley lives in Korea","factL","20","NonProj",0.26,26,32,"English ","Yes","m","m","",2.72851666666667
"390",14,1330,NA,"F","Todd played football in high school","control","Todd goes to the gym 3 times a week",NA,"control3","control",0.57,27,32,"English ","Yes","m","m","",2.72851666666667
"391",15,26146,"F","M","Danny ate the last cupcake","inform_Sam","Danny is a diabetic","factL","11","C",0.99,2,57,"English","Yes","m","f","The study was fun and mildly challenging. And the price was right.",6.10918333333333
"392",15,13620,"F","F","Jon walks to work","suggest","Jon lives 2 blocks away from work","factH","19","C",0.01,3,57,"English","Yes","m","f","The study was fun and mildly challenging. And the price was right.",6.10918333333333
"393",15,11701,"F","F","Josh learned to ride a bike yesterday","see","Josh is a 75-year old man","factL","16","NonProj",0.97,4,57,"English","Yes","m","f","The study was fun and mildly challenging. And the price was right.",6.10918333333333
"394",15,11500,NA,"F","Todd played football in high school","control","Todd goes to the gym 3 times a week",NA,"control3","control",0.02,5,57,"English","Yes","m","f","The study was fun and mildly challenging. And the price was right.",6.10918333333333
"395",15,22533,"M","F","Mary is pregnant","confirm","Mary is taking a prenatal yoga class","factH","1","C",0.5,6,57,"English","Yes","m","f","The study was fun and mildly challenging. And the price was right.",6.10918333333333
"396",15,9568,"F","M","Jackson ran 10 miles","pretend","Jackson is training for a marathon","factH","13","NonProj",0.14,7,57,"English","Yes","m","f","The study was fun and mildly challenging. And the price was right.",6.10918333333333
"397",15,13317,"F","F","Julian dances salsa","reveal","Julian is Cuban","factH","18","NonProj",0.27,8,57,"English","Yes","m","f","The study was fun and mildly challenging. And the price was right.",6.10918333333333
"398",15,9986,"M","M","Sophia got a tattoo","know","Sophia is a high end fashion model","factL","5","NonProj",0.98,9,57,"English","Yes","m","f","The study was fun and mildly challenging. And the price was right.",6.10918333333333
"399",15,7922,NA,"F","Hendrick&quotechars car was expensive","control","Hendrick just bought a car",NA,"control6","control",0,10,57,"English","Yes","m","f","The study was fun and mildly challenging. And the price was right.",6.10918333333333
"400",15,8463,NA,"M","Mary&quotechars aunt is sick","control","Mary visited her aunt on Sunday",NA,"control2","control",0.02,11,57,"English","Yes","m","f","The study was fun and mildly challenging. And the price was right.",6.10918333333333
"401",15,7914,"F","M","Jayden rented a car","say","Jayden doesn&quotechart have a driver&quotechars license","factL","14","C",0,12,57,"English","Yes","m","f","The study was fun and mildly challenging. And the price was right.",6.10918333333333
"402",15,8045,"M","F","Zoe calculated the tip","establish","Zoe is a math major","factH","10","NonProj",0,13,57,"English","Yes","m","f","The study was fun and mildly challenging. And the price was right.",6.10918333333333
"403",15,8100,"F","F","Frank got a cat","acknowledge","Frank has always wanted a pet","factH","12","C",0.25,14,57,"English","Yes","m","f","The study was fun and mildly challenging. And the price was right.",6.10918333333333
"404",15,8842,"F","M","Charley speaks Spanish","prove","Charley lives in Mexico","factH","20","C",0.16,15,57,"English","Yes","m","f","The study was fun and mildly challenging. And the price was right.",6.10918333333333
"405",15,9228,"F","F","Tony had a drink last night","confess","Tony really likes to party with his friends","factH","15","C",0.23,16,57,"English","Yes","m","f","The study was fun and mildly challenging. And the price was right.",6.10918333333333
"406",15,9166,NA,"M","Madison had a baby","control","Trish sent Madison a card",NA,"control5","control",0,17,57,"English","Yes","m","f","The study was fun and mildly challenging. And the price was right.",6.10918333333333
"407",15,9910,"M","F","Mia drank 2 cocktails last night","announce","Mia is a nun","factL","6","C",0,18,57,"English","Yes","m","f","The study was fun and mildly challenging. And the price was right.",6.10918333333333
"408",15,9060,"F","F","Owen shoveled snow last winter","demonstrate","Owen lives in New Orleans","factL","17","C",0,19,57,"English","Yes","m","f","The study was fun and mildly challenging. And the price was right.",6.10918333333333
"409",15,9453,"M","M","Olivia sleeps until noon","admit","Olivia has two small children","factL","4","C",0,20,57,"English","Yes","m","f","The study was fun and mildly challenging. And the price was right.",6.10918333333333
"410",15,7768,"M","M","Emma studied on Saturday morning","annoyed","Emma is in first grade","factL","3","NonProj",0.92,21,57,"English","Yes","m","f","The study was fun and mildly challenging. And the price was right.",6.10918333333333
"411",15,7071,NA,"M","Zack is coming to the meeting tomorrow","control","Zack is a member of the golf club",NA,"control1","control",0,22,57,"English","Yes","m","f","The study was fun and mildly challenging. And the price was right.",6.10918333333333
"412",15,16976,NA,"F","Vanessa is good at math","control","Vanessa won a prize at school",NA,"control4","control",0.49,23,57,"English","Yes","m","f","The study was fun and mildly challenging. And the price was right.",6.10918333333333
"413",15,12412,"M","M","Josie went on vacation to France","be_right_that","Josie doesn&quotechart have a passport","factL","2","C",0,24,57,"English","Yes","m","f","The study was fun and mildly challenging. And the price was right.",6.10918333333333
"414",15,12948,"M","F","Emily bought a car yesterday","hear","Emily has been saving for a year","factH","8","C",0.73,25,57,"English","Yes","m","f","The study was fun and mildly challenging. And the price was right.",6.10918333333333
"415",15,8278,"M","M","Grace visited her sister","discover","Grace loves her sister","factH","9","NonProj",0.64,26,57,"English","Yes","m","f","The study was fun and mildly challenging. And the price was right.",6.10918333333333
"416",15,8866,"M","F","Isabella ate a steak on Sunday","think","Isabella is a vegetarian","factL","7","NonProj",0.01,27,57,"English","Yes","m","f","The study was fun and mildly challenging. And the price was right.",6.10918333333333
"417",16,10565,"F","M","Danny ate the last cupcake","demonstrate","Danny is a diabetic","factL","11","C",0.21,2,26,"English","No","m","m","1.00",4.35615
"418",16,32638,"F","F","Jayden rented a car","discover","Jayden doesn&quotechart have a driver&quotechars license","factL","14","NonProj",0.16,3,26,"English","No","m","m","1.00",4.35615
"419",16,4328,NA,"F","Todd played football in high school","control","Todd goes to the gym 3 times a week",NA,"control3","control",0.84,4,26,"English","No","m","m","1.00",4.35615
"420",16,7624,"M","F","Olivia sleeps until noon","inform_Sam","Olivia works the third shift","factH","4","C",0.69,5,26,"English","No","m","m","1.00",4.35615
"421",16,6128,"M","M","Zoe calculated the tip","pretend","Zoe is 5 years old","factL","10","NonProj",0.11,6,26,"English","No","m","m","1.00",4.35615
"422",16,5039,"F","F","Josh learned to ride a bike yesterday","see","Josh is a 5-year old boy","factH","16","NonProj",0.78,7,26,"English","No","m","m","1.00",4.35615
"423",16,6193,"M","M","Josie went on vacation to France","think","Josie doesn&quotechart have a passport","factL","2","NonProj",0.1,8,26,"English","No","m","m","1.00",4.35615
"424",16,5200,"M","F","Emma studied on Saturday morning","reveal","Emma is in law school","factH","3","NonProj",0.77,9,26,"English","No","m","m","1.00",4.35615
"425",16,5159,NA,"F","Hendrick&quotechars car was expensive","control","Hendrick just bought a car",NA,"control6","control",0.52,10,26,"English","No","m","m","1.00",4.35615
"426",16,11576,"M","F","Isabella ate a steak on Sunday","announce","Isabella is from Argentina","factH","7","C",0.39,11,26,"English","No","m","m","1.00",4.35615
"427",16,6504,NA,"F","Madison had a baby","control","Trish sent Madison a card",NA,"control5","control",0.2,12,26,"English","No","m","m","1.00",4.35615
"428",16,7511,"M","M","Emily bought a car yesterday","be_right_that","Emily has been saving for a year","factH","8","C",0.28,13,26,"English","No","m","m","1.00",4.35615
"429",16,16311,"F","M","Tony had a drink last night","know","Tony has been sober for 20 years","factL","15","NonProj",0.66,14,26,"English","No","m","m","1.00",4.35615
"430",16,6887,"F","M","Julian dances salsa","suggest","Julian is German","factL","18","C",0.24,15,26,"English","No","m","m","1.00",4.35615
"431",16,6537,"F","M","Frank got a cat","admit","Frank has always wanted a pet","factH","12","C",0.78,16,26,"English","No","m","m","1.00",4.35615
"432",16,4552,"F","M","Jackson ran 10 miles","say","Jackson is training for a marathon","factH","13","C",0.63,17,26,"English","No","m","m","1.00",4.35615
"433",16,6321,"F","F","Owen shoveled snow last winter","confess","Owen lives in New Orleans","factL","17","C",0.38,18,26,"English","No","m","m","1.00",4.35615
"434",16,5879,NA,"M","Zack is coming to the meeting tomorrow","control","Zack is a member of the golf club",NA,"control1","control",0.14,19,26,"English","No","m","m","1.00",4.35615
"435",16,6783,"F","F","Charley speaks Spanish","confirm","Charley lives in Mexico","factH","20","C",0.66,20,26,"English","No","m","m","1.00",4.35615
"436",16,7928,"M","F","Sophia got a tattoo","prove","Sophia is a high end fashion model","factL","5","C",0.15,21,26,"English","No","m","m","1.00",4.35615
"437",16,8256,"F","F","Jon walks to work","hear","Jon lives 10 miles away from work","factL","19","C",0.24,22,26,"English","No","m","m","1.00",4.35615
"438",16,6304,NA,"M","Mary&quotechars aunt is sick","control","Mary visited her aunt on Sunday",NA,"control2","control",0.17,23,26,"English","No","m","m","1.00",4.35615
"439",16,4336,NA,"M","Vanessa is good at math","control","Vanessa won a prize at school",NA,"control4","control",0.25,24,26,"English","No","m","m","1.00",4.35615
"440",16,6992,"M","F","Grace visited her sister","establish","Grace loves her sister","factH","9","NonProj",0.66,25,26,"English","No","m","m","1.00",4.35615
"441",16,6703,"M","F","Mia drank 2 cocktails last night","acknowledge","Mia is a college student","factH","6","C",0.82,26,26,"English","No","m","m","1.00",4.35615
"442",16,4424,"M","F","Mary is pregnant","annoyed","Mary is a middle school student","factL","1","NonProj",0.79,27,26,"English","No","m","m","1.00",4.35615
"443",17,10952,NA,"F","Hendrick&quotechars car was expensive","control","Hendrick just bought a car",NA,"control6","control",0.02,2,28,"english","Yes","m","m","",5.89978333333333
"444",17,12957,"M","F","Emily bought a car yesterday","see","Emily has been saving for a year","factH","8","NonProj",1,3,28,"english","Yes","m","m","",5.89978333333333
"445",17,13916,"M","M","Olivia sleeps until noon","inform_Sam","Olivia works the third shift","factH","4","C",0.96,4,28,"english","Yes","m","m","",5.89978333333333
"446",17,13247,"F","F","Josh learned to ride a bike yesterday","acknowledge","Josh is a 5-year old boy","factH","16","C",0.99,5,28,"english","Yes","m","m","",5.89978333333333
"447",17,10438,"F","M","Danny ate the last cupcake","demonstrate","Danny is a diabetic","factL","11","C",0.31,6,28,"english","Yes","m","m","",5.89978333333333
"448",17,5690,"M","F","Mary is pregnant","prove","Mary is a middle school student","factL","1","C",0.06,7,28,"english","Yes","m","m","",5.89978333333333
"449",17,8844,"F","F","Jackson ran 10 miles","discover","Jackson is obese","factL","13","NonProj",0.39,8,28,"english","Yes","m","m","",5.89978333333333
"450",17,8087,NA,"F","Todd played football in high school","control","Todd goes to the gym 3 times a week",NA,"control3","control",0,9,28,"english","Yes","m","m","",5.89978333333333
"451",17,14261,"F","M","Charley speaks Spanish","announce","Charley lives in Korea","factL","20","C",0.67,10,28,"english","Yes","m","m","",5.89978333333333
"452",17,7730,NA,"F","Madison had a baby","control","Trish sent Madison a card",NA,"control5","control",0.06,11,28,"english","Yes","m","m","",5.89978333333333
"453",17,11850,"F","M","Julian dances salsa","reveal","Julian is Cuban","factH","18","NonProj",0.9,12,28,"english","Yes","m","m","",5.89978333333333
"454",17,8657,"M","F","Emma studied on Saturday morning","suggest","Emma is in law school","factH","3","C",0.29,13,28,"english","Yes","m","m","",5.89978333333333
"455",17,12878,"M","F","Josie went on vacation to France","confirm","Josie loves France","factH","2","C",0.43,14,28,"english","Yes","m","m","",5.89978333333333
"456",17,14959,"F","F","Tony had a drink last night","say","Tony really likes to party with his friends","factH","15","C",0.3,15,28,"english","Yes","m","m","",5.89978333333333
"457",17,12887,"M","F","Mia drank 2 cocktails last night","think","Mia is a nun","factL","6","NonProj",0,16,28,"english","Yes","m","m","",5.89978333333333
"458",17,21788,NA,"F","Mary&quotechars aunt is sick","control","Mary visited her aunt on Sunday",NA,"control2","control",0,17,28,"english","Yes","m","m","",5.89978333333333
"459",17,29684,"M","F","Isabella ate a steak on Sunday","confess","Isabella is a vegetarian","factL","7","C",0.44,18,28,"english","Yes","m","m","",5.89978333333333
"460",17,5906,NA,"M","Vanessa is good at math","control","Vanessa won a prize at school",NA,"control4","control",0.04,19,28,"english","Yes","m","m","",5.89978333333333
"461",17,7962,NA,"F","Zack is coming to the meeting tomorrow","control","Zack is a member of the golf club",NA,"control1","control",0.13,20,28,"english","Yes","m","m","",5.89978333333333
"462",17,14028,"F","M","Jayden rented a car","be_right_that","Jayden doesn&quotechart have a driver&quotechars license","factL","14","C",0.44,21,28,"english","Yes","m","m","",5.89978333333333
"463",17,11425,"F","F","Jon walks to work","establish","Jon lives 10 miles away from work","factL","19","NonProj",0.67,22,28,"english","Yes","m","m","",5.89978333333333
"464",17,7617,"M","F","Sophia got a tattoo","pretend","Sophia is a hipster","factH","5","NonProj",0.02,23,28,"english","Yes","m","m","",5.89978333333333
"465",17,10888,"F","M","Owen shoveled snow last winter","annoyed","Owen lives in Chicago","factH","17","NonProj",1,24,28,"english","Yes","m","m","",5.89978333333333
"466",17,11623,"F","F","Frank got a cat","hear","Frank is allergic to cats","factL","12","C",1,25,28,"english","Yes","m","m","",5.89978333333333
"467",17,9460,"M","F","Grace visited her sister","know","Grace loves her sister","factH","9","NonProj",0.96,26,28,"english","Yes","m","m","",5.89978333333333
"468",17,10813,"M","F","Zoe calculated the tip","admit","Zoe is 5 years old","factL","10","C",0.28,27,28,"english","Yes","m","m","",5.89978333333333
"469",18,6995,"M","M","Emily bought a car yesterday","confirm","Emily never has any money","factL","8","C",0.09,2,34,"En","Yes","m","m","$1.00",10.69445
"470",18,5862,NA,"M","Hendrick&quotechars car was expensive","control","Hendrick just bought a car",NA,"control6","control",0.44,3,34,"En","Yes","m","m","$1.00",10.69445
"471",18,4369,NA,"M","Madison had a baby","control","Trish sent Madison a card",NA,"control5","control",0.17,4,34,"En","Yes","m","m","$1.00",10.69445
"472",18,4655,"M","M","Mary is pregnant","discover","Mary is a middle school student","factL","1","NonProj",0.14,5,34,"En","Yes","m","m","$1.00",10.69445
"473",18,4183,"F","M","Charley speaks Spanish","think","Charley lives in Korea","factL","20","NonProj",0.08,6,34,"En","Yes","m","m","$1.00",10.69445
"474",18,5719,NA,"F","Vanessa is good at math","control","Vanessa won a prize at school",NA,"control4","control",0.13,7,34,"En","Yes","m","m","$1.00",10.69445
"475",18,4623,NA,"F","Todd played football in high school","control","Todd goes to the gym 3 times a week",NA,"control3","control",0.15,8,34,"En","Yes","m","m","$1.00",10.69445
"476",18,5896,NA,"F","Mary&quotechars aunt is sick","control","Mary visited her aunt on Sunday",NA,"control2","control",0.31,9,34,"En","Yes","m","m","$1.00",10.69445
"477",18,7880,"M","F","Josie went on vacation to France","reveal","Josie loves France","factH","2","NonProj",0.14,10,34,"En","Yes","m","m","$1.00",10.69445
"478",18,6718,"M","M","Olivia sleeps until noon","see","Olivia works the third shift","factH","4","NonProj",0.72,11,34,"En","Yes","m","m","$1.00",10.69445
"479",18,5905,"M","F","Emma studied on Saturday morning","inform_Sam","Emma is in law school","factH","3","C",0.56,12,34,"En","Yes","m","m","$1.00",10.69445
"480",18,6447,"F","F","Jon walks to work","confess","Jon lives 10 miles away from work","factL","19","C",0.48,13,34,"En","Yes","m","m","$1.00",10.69445
"481",18,8776,"F","M","Julian dances salsa","hear","Julian is Cuban","factH","18","C",0.42,14,34,"En","Yes","m","m","$1.00",10.69445
"482",18,7054,"F","F","Frank got a cat","pretend","Frank is allergic to cats","factL","12","NonProj",0.11,15,34,"En","Yes","m","m","$1.00",10.69445
"483",18,3623,"F","M","Tony had a drink last night","announce","Tony really likes to party with his friends","factH","15","C",0.63,16,34,"En","Yes","m","m","$1.00",10.69445
"484",18,7736,"M","M","Grace visited her sister","say","Grace hates her sister","factL","9","C",0.31,17,34,"En","Yes","m","m","$1.00",10.69445
"485",18,4288,"M","F","Mia drank 2 cocktails last night","establish","Mia is a college student","factH","6","NonProj",0.31,18,34,"En","Yes","m","m","$1.00",10.69445
"486",18,7031,"F","M","Jayden rented a car","know","Jayden doesn&quotechart have a driver&quotechars license","factL","14","NonProj",0.17,19,34,"En","Yes","m","m","$1.00",10.69445
"487",18,4785,"F","F","Josh learned to ride a bike yesterday","be_right_that","Josh is a 75-year old man","factL","16","C",0.27,20,34,"En","Yes","m","m","$1.00",10.69445
"488",18,5625,"F","F","Owen shoveled snow last winter","demonstrate","Owen lives in Chicago","factH","17","C",0.45,21,34,"En","Yes","m","m","$1.00",10.69445
"489",18,4590,NA,"M","Zack is coming to the meeting tomorrow","control","Zack is a member of the golf club",NA,"control1","control",0.13,22,34,"En","Yes","m","m","$1.00",10.69445
"490",18,4208,"M","F","Isabella ate a steak on Sunday","suggest","Isabella is from Argentina","factH","7","C",0.36,23,34,"En","Yes","m","m","$1.00",10.69445
"491",18,22648,"F","M","Danny ate the last cupcake","acknowledge","Danny is a diabetic","factL","11","C",0.38,24,34,"En","Yes","m","m","$1.00",10.69445
"492",18,5432,"M","F","Sophia got a tattoo","annoyed","Sophia is a hipster","factH","5","NonProj",0.72,25,34,"En","Yes","m","m","$1.00",10.69445
"493",18,4759,"M","F","Zoe calculated the tip","admit","Zoe is 5 years old","factL","10","C",0.48,26,34,"En","Yes","m","m","$1.00",10.69445
"494",18,3761,"F","F","Jackson ran 10 miles","prove","Jackson is training for a marathon","factH","13","C",0.41,27,34,"En","Yes","m","m","$1.00",10.69445
"495",19,9465,"M","M","Olivia sleeps until noon","admit","Olivia has two small children","factL","4","C",0,2,41,"English","No","m","f","",6.1876
"496",19,10823,"F","M","Charley speaks Spanish","think","Charley lives in Mexico","factH","20","NonProj",1,3,41,"English","No","m","f","",6.1876
"497",19,20409,"M","F","Grace visited her sister","confess","Grace hates her sister","factL","9","C",0.09,4,41,"English","No","m","f","",6.1876
"498",19,11887,"M","M","Josie went on vacation to France","know","Josie loves France","factH","2","NonProj",1,5,41,"English","No","m","f","",6.1876
"499",19,9824,"M","F","Mary is pregnant","say","Mary is a middle school student","factL","1","C",0,6,41,"English","No","m","f","",6.1876
"500",19,17799,"F","M","Julian dances salsa","acknowledge","Julian is Cuban","factH","18","C",0.96,7,41,"English","No","m","f","",6.1876
"501",19,11200,"F","F","Josh learned to ride a bike yesterday","hear","Josh is a 5-year old boy","factH","16","C",1,8,41,"English","No","m","f","",6.1876
"502",19,9919,"M","M","Isabella ate a steak on Sunday","be_right_that","Isabella is a vegetarian","factL","7","C",0,9,41,"English","No","m","f","",6.1876
"503",19,10592,NA,"M","Zack is coming to the meeting tomorrow","control","Zack is a member of the golf club",NA,"control1","control",0,10,41,"English","No","m","f","",6.1876
"504",19,13128,NA,"F","Todd played football in high school","control","Todd goes to the gym 3 times a week",NA,"control3","control",0.07,11,41,"English","No","m","f","",6.1876
"505",19,12928,NA,"F","Vanessa is good at math","control","Vanessa won a prize at school",NA,"control4","control",0.02,12,41,"English","No","m","f","",6.1876
"506",19,26984,"F","F","Frank got a cat","suggest","Frank has always wanted a pet","factH","12","C",0.53,13,41,"English","No","m","f","",6.1876
"507",19,13201,NA,"M","Mary&quotechars aunt is sick","control","Mary visited her aunt on Sunday",NA,"control2","control",0.37,14,41,"English","No","m","f","",6.1876
"508",19,11464,"M","F","Emma studied on Saturday morning","pretend","Emma is in law school","factH","3","NonProj",0.13,15,41,"English","No","m","f","",6.1876
"509",19,8663,"F","F","Tony had a drink last night","announce","Tony has been sober for 20 years","factL","15","C",0,16,41,"English","No","m","f","",6.1876
"510",19,12888,"F","M","Danny ate the last cupcake","confirm","Danny loves cake","factH","11","C",0,17,41,"English","No","m","f","",6.1876
"511",19,12779,NA,"F","Hendrick&quotechars car was expensive","control","Hendrick just bought a car",NA,"control6","control",0.53,18,41,"English","No","m","f","",6.1876
"512",19,9013,"M","M","Sophia got a tattoo","demonstrate","Sophia is a high end fashion model","factL","5","C",0,19,41,"English","No","m","f","",6.1876
"513",19,12040,"F","M","Owen shoveled snow last winter","establish","Owen lives in Chicago","factH","17","NonProj",0.93,20,41,"English","No","m","f","",6.1876
"514",19,7808,"M","F","Mia drank 2 cocktails last night","see","Mia is a college student","factH","6","NonProj",1,21,41,"English","No","m","f","",6.1876
"515",19,10039,"F","F","Jayden rented a car","annoyed","Jayden doesn&quotechart have a driver&quotechars license","factL","14","NonProj",0,22,41,"English","No","m","f","",6.1876
"516",19,6208,NA,"F","Madison had a baby","control","Trish sent Madison a card",NA,"control5","control",0,23,41,"English","No","m","f","",6.1876
"517",19,8584,"M","F","Emily bought a car yesterday","inform_Sam","Emily never has any money","factL","8","C",0,24,41,"English","No","m","f","",6.1876
"518",19,7008,"F","F","Jon walks to work","prove","Jon lives 10 miles away from work","factL","19","C",0,25,41,"English","No","m","f","",6.1876
"519",19,7312,"F","F","Jackson ran 10 miles","discover","Jackson is obese","factL","13","NonProj",0,26,41,"English","No","m","f","",6.1876
"520",19,10096,"M","F","Zoe calculated the tip","reveal","Zoe is a math major","factH","10","NonProj",0.45,27,41,"English","No","m","f","",6.1876
