"","workerid","rt","content","subjectGender","speakerGender","verb","utterance","contentNr","trigger_class","response","slide_number_in_experiment","age","language","assess","american","gender","comments","Answer.time_in_minutes","nResponse"
"7104",273,3239,"Emily bought a car yesterday","M","M","inform","Did Brian inform Sam that Emily bought a car yesterday?","8","C","Yes",7,31,"English","Yes","y","f","Fun experiment, fair price.",1.38601666666667,1
"7105",273,3384,"Mary is pregnant","M","F","demonstrate","Did Patrick demonstrate that Mary is pregnant?","1","C","No",8,31,"English","Yes","y","f","Fun experiment, fair price.",1.38601666666667,0
"7106",273,2848,"Jon walks to work","F","M","discover","Did Ruth discover that Jon walks to work?","19","NonProj","Yes",9,31,"English","Yes","y","f","Fun experiment, fair price.",1.38601666666667,1
"7107",273,3072,"Tony had a drink last night","F","F","think","Does Rebecca think that Tony had a drink last night?","15","NonProj","No",10,31,"English","Yes","y","f","Fun experiment, fair price.",1.38601666666667,0
"7108",273,2376,"Frank got a cat","F","M","acknowledge","Did Melissa acknowledge that Frank got a cat?","12","C","Yes",11,31,"English","Yes","y","f","Fun experiment, fair price.",1.38601666666667,1
"7109",273,3472,"Charley speaks Spanish","F","F","suggest","Did Anna suggest that Charley speaks Spanish?","20","C","No",12,31,"English","Yes","y","f","Fun experiment, fair price.",1.38601666666667,0
"7110",273,3536,"Josh learned to ride a bike yesterday","F","M","reveal","Did Sharon reveal that Josh learned to ride a bike yesterday?","16","NonProj","Yes",13,31,"English","Yes","y","f","Fun experiment, fair price.",1.38601666666667,1
"7111",273,4560,"Grace visited her sister","M","M","establish","Did Andrew establish that Grace visited her sister?","9","NonProj","No",14,31,"English","Yes","y","f","Fun experiment, fair price.",1.38601666666667,0
"7112",273,2408,"Julian dances salsa","F","F","be_annoyed","Is Kathleen annoyed that Julian dances salsa?","18","NonProj","Yes",15,31,"English","Yes","y","f","Fun experiment, fair price.",1.38601666666667,1
"7113",273,3864,"Zoe calculated the tip","M","F","say","Did Tim say that Zoe calculated the tip?","10","C","No",16,31,"English","Yes","y","f","Fun experiment, fair price.",1.38601666666667,0
"7114",273,3545,"Olivia sleeps until noon","M","M","admit","Did Jerry admit that Olivia sleeps until noon?","4","C","Yes",17,31,"English","Yes","y","f","Fun experiment, fair price.",1.38601666666667,1
"7115",273,1952,"Mary&quotechars aunt is sick",NA,"M","MC","Is Mary&quotechars aunt sick?","control2","control","No",18,31,"English","Yes","y","f","Fun experiment, fair price.",1.38601666666667,0
"7116",273,4296,"Jayden rented a car","F","F","confess","Did Stephanie confess that Jayden rented a car?","14","C","Yes",19,31,"English","Yes","y","f","Fun experiment, fair price.",1.38601666666667,1
"7117",273,2400,"Mia drank 2 cocktails last night","M","M","see","Did Ray see that Mia drank 2 cocktails last night?","6","NonProj","Yes",20,31,"English","Yes","y","f","Fun experiment, fair price.",1.38601666666667,1
"7118",273,1983,"Todd played football in high school",NA,"M","MC","Did Todd play football in high school?","control3","control","No",21,31,"English","Yes","y","f","Fun experiment, fair price.",1.38601666666667,0
"7119",273,3239,"Owen shoveled snow last winter","F","F","announce","Did Cynthia announce that Owen shoveled snow last winter?","17","C","No",22,31,"English","Yes","y","f","Fun experiment, fair price.",1.38601666666667,0
"7120",273,1887,"Vanessa is good at math",NA,"F","MC","Is Vanessa good at math?","control4","control","No",23,31,"English","Yes","y","f","Fun experiment, fair price.",1.38601666666667,0
"7121",273,4624,"Danny ate the last cupcake","F","M","prove","Did Amanda prove that Danny ate the last cupcake?","11","C","Yes",24,31,"English","Yes","y","f","Fun experiment, fair price.",1.38601666666667,1
"7122",273,2017,"Madison had a baby",NA,"F","MC","Did Madison have a baby?","control5","control","No",25,31,"English","Yes","y","f","Fun experiment, fair price.",1.38601666666667,0
"7123",273,2040,"Hendrick&quotechars car was expensive",NA,"F","MC","Was Hendrick&quotechars car expensive?","control6","control","No",26,31,"English","Yes","y","f","Fun experiment, fair price.",1.38601666666667,0
"7124",273,3792,"Josie went on vacation to France","M","F","confirm","Did Scott confirm that Josie went on vacation to France?","2","C","No",27,31,"English","Yes","y","f","Fun experiment, fair price.",1.38601666666667,0
"7151",275,15685,"Isabella ate a steak on Sunday","M","M","reveal","Did Kevin reveal that Isabella ate a steak on Sunday?","7","NonProj","Yes",2,33,"English","Yes","y","f","",3.15351666666667,1
"7152",275,8359,"Emma studied on Saturday morning","M","M","confirm","Did Justin confirm that Emma studied on Saturday morning?","3","C","No",3,33,"English","Yes","y","f","",3.15351666666667,0
"7153",275,5555,"Jackson ran 10 miles","F","F","announce","Did Laura announce that Jackson ran 10 miles?","13","C","Yes",4,33,"English","Yes","y","f","",3.15351666666667,1
"7154",275,15721,"Danny ate the last cupcake","F","M","see","Did Amanda see that Danny ate the last cupcake?","11","NonProj","Yes",5,33,"English","Yes","y","f","",3.15351666666667,1
"7155",275,4312,"Hendrick&quotechars car was expensive",NA,"M","MC","Was Hendrick&quotechars car expensive?","control6","control","No",6,33,"English","Yes","y","f","",3.15351666666667,0
"7156",275,6771,"Jayden rented a car","F","F","be_annoyed","Is Stephanie annoyed that Jayden rented a car?","14","NonProj","Yes",7,33,"English","Yes","y","f","",3.15351666666667,1
"7157",275,5948,"Grace visited her sister","M","F","hear","Did Andrew hear that Grace visited her sister?","9","C","Yes",8,33,"English","Yes","y","f","",3.15351666666667,1
"7158",275,6671,"Josie went on vacation to France","M","M","admit","Did Scott admit that Josie went on vacation to France?","2","C","No",9,33,"English","Yes","y","f","",3.15351666666667,0
"7159",275,8871,"Emily bought a car yesterday","M","M","inform","Did Brian inform Sam that Emily bought a car yesterday?","8","C","Yes",10,33,"English","Yes","y","f","",3.15351666666667,1
"7160",275,4440,"Vanessa is good at math",NA,"F","MC","Is Vanessa good at math?","control4","control","No",11,33,"English","Yes","y","f","",3.15351666666667,0
"7161",275,5417,"Todd played football in high school",NA,"F","MC","Did Todd play football in high school?","control3","control","No",12,33,"English","Yes","y","f","",3.15351666666667,0
"7162",275,13566,"Charley speaks Spanish","F","M","think","Does Anna think that Charley speaks Spanish?","20","NonProj","No",13,33,"English","Yes","y","f","",3.15351666666667,0
"7163",275,15624,"Zoe calculated the tip","M","F","be_right","Is Tim right that Zoe calculated the tip?","10","C","No",14,33,"English","Yes","y","f","",3.15351666666667,0
"7164",275,6779,"Tony had a drink last night","F","F","confess","Did Rebecca confess that Tony had a drink last night?","15","C","No",15,33,"English","Yes","y","f","",3.15351666666667,0
"7165",275,4967,"Zack is coming to the meeting tomorrow",NA,"F","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",16,33,"English","Yes","y","f","",3.15351666666667,0
"7166",275,6951,"Olivia sleeps until noon","M","F","discover","Did Jerry discover that Olivia sleeps until noon?","4","NonProj","Yes",17,33,"English","Yes","y","f","",3.15351666666667,1
"7167",275,7942,"Josh learned to ride a bike yesterday","F","F","establish","Did Sharon establish that Josh learned to ride a bike yesterday?","16","NonProj","No",18,33,"English","Yes","y","f","",3.15351666666667,0
"7168",275,6500,"Mia drank 2 cocktails last night","M","F","prove","Did Ray prove that Mia drank 2 cocktails last night?","6","C","No",19,33,"English","Yes","y","f","",3.15351666666667,0
"7169",275,4329,"Madison had a baby",NA,"M","MC","Did Madison have a baby?","control5","control","No",20,33,"English","Yes","y","f","",3.15351666666667,0
"7170",275,3671,"Mary is pregnant","M","M","know","Does Patrick know that Mary is pregnant?","1","NonProj","Yes",21,33,"English","Yes","y","f","",3.15351666666667,1
"7171",275,4760,"Julian dances salsa","F","M","suggest","Did Kathleen suggest that Julian dances salsa?","18","C","No",22,33,"English","Yes","y","f","",3.15351666666667,0
"7172",275,5835,"Owen shoveled snow last winter","F","F","acknowledge","Did Cynthia acknowledge that Owen shoveled snow last winter?","17","C","Yes",23,33,"English","Yes","y","f","",3.15351666666667,1
"7173",275,4136,"Frank got a cat","F","M","say","Did Melissa say that Frank got a cat?","12","C","No",24,33,"English","Yes","y","f","",3.15351666666667,0
"7174",275,7132,"Sophia got a tattoo","M","F","demonstrate","Did Ben demonstrate that Sophia got a tattoo?","5","C","No",25,33,"English","Yes","y","f","",3.15351666666667,0
"7175",275,5484,"Jon walks to work","F","M","pretend","Did Ruth pretend that Jon walks to work?","19","NonProj","No",26,33,"English","Yes","y","f","",3.15351666666667,0
"7176",275,3785,"Mary&quotechars aunt is sick",NA,"M","MC","Is Mary&quotechars aunt sick?","control2","control","No",27,33,"English","Yes","y","f","",3.15351666666667,0
"7177",276,21283,"Mary is pregnant","M","F","acknowledge","Did Patrick acknowledge that Mary is pregnant?","1","C","No",2,52,"English","Yes","y","f","I enjoyed this study and I think the $1 reward is fair.  Thank you!",6.13978333333333,0
"7178",276,18830,"Tony had a drink last night","F","M","announce","Did Rebecca announce that Tony had a drink last night?","15","C","Yes",3,52,"English","Yes","y","f","I enjoyed this study and I think the $1 reward is fair.  Thank you!",6.13978333333333,1
"7179",276,10420,"Grace visited her sister","M","M","prove","Did Andrew prove that Grace visited her sister?","9","C","No",4,52,"English","Yes","y","f","I enjoyed this study and I think the $1 reward is fair.  Thank you!",6.13978333333333,0
"7180",276,38287,"Jackson ran 10 miles","F","F","confess","Did Laura confess that Jackson ran 10 miles?","13","C","No",5,52,"English","Yes","y","f","I enjoyed this study and I think the $1 reward is fair.  Thank you!",6.13978333333333,0
"7181",276,19010,"Owen shoveled snow last winter","F","M","admit","Did Cynthia admit that Owen shoveled snow last winter?","17","C","No",6,52,"English","Yes","y","f","I enjoyed this study and I think the $1 reward is fair.  Thank you!",6.13978333333333,0
"7182",276,17508,"Josie went on vacation to France","M","M","say","Did Scott say that Josie went on vacation to France?","2","C","No",7,52,"English","Yes","y","f","I enjoyed this study and I think the $1 reward is fair.  Thank you!",6.13978333333333,0
"7183",276,11802,"Charley speaks Spanish","F","F","confirm","Did Anna confirm that Charley speaks Spanish?","20","C","No",8,52,"English","Yes","y","f","I enjoyed this study and I think the $1 reward is fair.  Thank you!",6.13978333333333,0
"7184",276,32016,"Isabella ate a steak on Sunday","M","F","see","Did Kevin see that Isabella ate a steak on Sunday?","7","NonProj","Yes",9,52,"English","Yes","y","f","I enjoyed this study and I think the $1 reward is fair.  Thank you!",6.13978333333333,1
"7185",276,6446,"Madison had a baby",NA,"M","MC","Did Madison have a baby?","control5","control","No",10,52,"English","Yes","y","f","I enjoyed this study and I think the $1 reward is fair.  Thank you!",6.13978333333333,0
"7186",276,5684,"Hendrick&quotechars car was expensive",NA,"F","MC","Was Hendrick&quotechars car expensive?","control6","control","No",11,52,"English","Yes","y","f","I enjoyed this study and I think the $1 reward is fair.  Thank you!",6.13978333333333,0
"7187",276,7725,"Jayden rented a car","F","F","be_right","Is Stephanie right that Jayden rented a car?","14","C","No",12,52,"English","Yes","y","f","I enjoyed this study and I think the $1 reward is fair.  Thank you!",6.13978333333333,0
"7188",276,32175,"Olivia sleeps until noon","M","M","be_annoyed","Is Jerry annoyed that Olivia sleeps until noon?","4","NonProj","Yes",13,52,"English","Yes","y","f","I enjoyed this study and I think the $1 reward is fair.  Thank you!",6.13978333333333,1
"7189",276,5196,"Todd played football in high school",NA,"F","MC","Did Todd play football in high school?","control3","control","No",14,52,"English","Yes","y","f","I enjoyed this study and I think the $1 reward is fair.  Thank you!",6.13978333333333,0
"7190",276,12721,"Emma studied on Saturday morning","M","F","demonstrate","Did Justin demonstrate that Emma studied on Saturday morning?","3","C","No",15,52,"English","Yes","y","f","I enjoyed this study and I think the $1 reward is fair.  Thank you!",6.13978333333333,0
"7191",276,16605,"Zoe calculated the tip","M","M","think","Does Tim think that Zoe calculated the tip?","10","NonProj","No",16,52,"English","Yes","y","f","I enjoyed this study and I think the $1 reward is fair.  Thank you!",6.13978333333333,0
"7192",276,10710,"Jon walks to work","F","M","suggest","Did Ruth suggest that Jon walks to work?","19","C","No",17,52,"English","Yes","y","f","I enjoyed this study and I think the $1 reward is fair.  Thank you!",6.13978333333333,0
"7193",276,34929,"Julian dances salsa","F","F","pretend","Did Kathleen pretend that Julian dances salsa?","18","NonProj","No",18,52,"English","Yes","y","f","I enjoyed this study and I think the $1 reward is fair.  Thank you!",6.13978333333333,0
"7194",276,5142,"Mary&quotechars aunt is sick",NA,"M","MC","Is Mary&quotechars aunt sick?","control2","control","No",19,52,"English","Yes","y","f","I enjoyed this study and I think the $1 reward is fair.  Thank you!",6.13978333333333,0
"7195",276,10724,"Sophia got a tattoo","M","F","inform","Did Ben inform Sam that Sophia got a tattoo?","5","C","Yes",20,52,"English","Yes","y","f","I enjoyed this study and I think the $1 reward is fair.  Thank you!",6.13978333333333,1
"7196",276,7270,"Danny ate the last cupcake","F","M","hear","Did Amanda hear that Danny ate the last cupcake?","11","C","Yes",21,52,"English","Yes","y","f","I enjoyed this study and I think the $1 reward is fair.  Thank you!",6.13978333333333,1
"7197",276,8856,"Frank got a cat","F","F","know","Does Melissa know that Frank got a cat?","12","NonProj","Yes",22,52,"English","Yes","y","f","I enjoyed this study and I think the $1 reward is fair.  Thank you!",6.13978333333333,1
"7198",276,6470,"Mia drank 2 cocktails last night","M","F","reveal","Did Ray reveal that Mia drank 2 cocktails last night?","6","NonProj","Yes",23,52,"English","Yes","y","f","I enjoyed this study and I think the $1 reward is fair.  Thank you!",6.13978333333333,1
"7199",276,7388,"Vanessa is good at math",NA,"M","MC","Is Vanessa good at math?","control4","control","No",24,52,"English","Yes","y","f","I enjoyed this study and I think the $1 reward is fair.  Thank you!",6.13978333333333,0
"7200",276,4537,"Zack is coming to the meeting tomorrow",NA,"F","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",25,52,"English","Yes","y","f","I enjoyed this study and I think the $1 reward is fair.  Thank you!",6.13978333333333,0
"7201",276,10631,"Josh learned to ride a bike yesterday","F","M","establish","Did Sharon establish that Josh learned to ride a bike yesterday?","16","NonProj","No",26,52,"English","Yes","y","f","I enjoyed this study and I think the $1 reward is fair.  Thank you!",6.13978333333333,0
"7202",276,6022,"Emily bought a car yesterday","M","M","discover","Did Brian discover that Emily bought a car yesterday?","8","NonProj","Yes",27,52,"English","Yes","y","f","I enjoyed this study and I think the $1 reward is fair.  Thank you!",6.13978333333333,1
"7229",278,6322,"Madison had a baby",NA,"M","MC","Did Madison have a baby?","control5","control","No",2,31,"english","Yes","y","m","Fun survey, I enjoyed it",9.4288,0
"7230",278,8218,"Mia drank 2 cocktails last night","M","M","demonstrate","Did Ray demonstrate that Mia drank 2 cocktails last night?","6","C","No",3,31,"english","Yes","y","m","Fun survey, I enjoyed it",9.4288,0
"7231",278,6852,"Tony had a drink last night","F","M","announce","Did Rebecca announce that Tony had a drink last night?","15","C","No",4,31,"english","Yes","y","m","Fun survey, I enjoyed it",9.4288,0
"7232",278,66668,"Charley speaks Spanish","F","F","say","Did Anna say that Charley speaks Spanish?","20","C","No",5,31,"english","Yes","y","m","Fun survey, I enjoyed it",9.4288,0
"7233",278,4508,"Danny ate the last cupcake","F","M","be_right","Is Amanda right that Danny ate the last cupcake?","11","C","No",6,31,"english","Yes","y","m","Fun survey, I enjoyed it",9.4288,0
"7234",278,4184,"Zack is coming to the meeting tomorrow",NA,"F","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",7,31,"english","Yes","y","m","Fun survey, I enjoyed it",9.4288,0
"7235",278,27021,"Sophia got a tattoo","M","F","think","Does Ben think that Sophia got a tattoo?","5","NonProj","No",8,31,"english","Yes","y","m","Fun survey, I enjoyed it",9.4288,0
"7236",278,151700,"Vanessa is good at math",NA,"M","MC","Is Vanessa good at math?","control4","control","No",9,31,"english","Yes","y","m","Fun survey, I enjoyed it",9.4288,0
"7237",278,4676,"Julian dances salsa","F","F","discover","Did Kathleen discover that Julian dances salsa?","18","NonProj","No",10,31,"english","Yes","y","m","Fun survey, I enjoyed it",9.4288,0
"7238",278,6948,"Emma studied on Saturday morning","M","M","suggest","Did Justin suggest that Emma studied on Saturday morning?","3","C","No",11,31,"english","Yes","y","m","Fun survey, I enjoyed it",9.4288,0
"7239",278,4753,"Frank got a cat","F","M","reveal","Did Melissa reveal that Frank got a cat?","12","NonProj","No",12,31,"english","Yes","y","m","Fun survey, I enjoyed it",9.4288,0
"7240",278,21009,"Jon walks to work","F","F","inform","Did Ruth inform Sam that Jon walks to work?","19","C","Yes",13,31,"english","Yes","y","m","Fun survey, I enjoyed it",9.4288,1
"7241",278,6388,"Jackson ran 10 miles","F","F","confess","Did Laura confess that Jackson ran 10 miles?","13","C","No",14,31,"english","Yes","y","m","Fun survey, I enjoyed it",9.4288,0
"7242",278,3932,"Josie went on vacation to France","M","M","prove","Did Scott prove that Josie went on vacation to France?","2","C","No",15,31,"english","Yes","y","m","Fun survey, I enjoyed it",9.4288,0
"7243",278,53036,"Emily bought a car yesterday","M","M","admit","Did Brian admit that Emily bought a car yesterday?","8","C","No",16,31,"english","Yes","y","m","Fun survey, I enjoyed it",9.4288,0
"7244",278,4081,"Mary is pregnant","M","F","establish","Did Patrick establish that Mary is pregnant?","1","NonProj","No",17,31,"english","Yes","y","m","Fun survey, I enjoyed it",9.4288,0
"7245",278,109896,"Josh learned to ride a bike yesterday","F","F","confirm","Did Sharon confirm that Josh learned to ride a bike yesterday?","16","C","No",18,31,"english","Yes","y","m","Fun survey, I enjoyed it",9.4288,0
"7246",278,7633,"Jayden rented a car","F","F","hear","Did Stephanie hear that Jayden rented a car?","14","C","Yes",19,31,"english","Yes","y","m","Fun survey, I enjoyed it",9.4288,1
"7247",278,32598,"Grace visited her sister","M","F","know","Does Andrew know that Grace visited her sister?","9","NonProj","Yes",20,31,"english","Yes","y","m","Fun survey, I enjoyed it",9.4288,1
"7248",278,3000,"Hendrick&quotechars car was expensive",NA,"F","MC","Was Hendrick&quotechars car expensive?","control6","control","No",21,31,"english","Yes","y","m","Fun survey, I enjoyed it",9.4288,0
"7249",278,7688,"Zoe calculated the tip","M","F","pretend","Did Tim pretend that Zoe calculated the tip?","10","NonProj","No",22,31,"english","Yes","y","m","Fun survey, I enjoyed it",9.4288,0
"7250",278,5307,"Owen shoveled snow last winter","F","M","be_annoyed","Is Cynthia annoyed that Owen shoveled snow last winter?","17","NonProj","Yes",23,31,"english","Yes","y","m","Fun survey, I enjoyed it",9.4288,1
"7251",278,5560,"Isabella ate a steak on Sunday","M","F","see","Did Kevin see that Isabella ate a steak on Sunday?","7","NonProj","Yes",24,31,"english","Yes","y","m","Fun survey, I enjoyed it",9.4288,1
"7252",278,3487,"Todd played football in high school",NA,"M","MC","Did Todd play football in high school?","control3","control","No",25,31,"english","Yes","y","m","Fun survey, I enjoyed it",9.4288,0
"7253",278,4865,"Olivia sleeps until noon","M","F","acknowledge","Did Jerry acknowledge that Olivia sleeps until noon?","4","C","No",26,31,"english","Yes","y","m","Fun survey, I enjoyed it",9.4288,0
"7254",278,5398,"Mary&quotechars aunt is sick",NA,"F","MC","Is Mary&quotechars aunt sick?","control2","control","No",27,31,"english","Yes","y","m","Fun survey, I enjoyed it",9.4288,0
"7255",279,12896,"Emily bought a car yesterday","M","F","discover","Did Brian discover that Emily bought a car yesterday?","8","NonProj","Yes",2,39,"English","Yes","y","m","",2.799,1
"7256",279,6846,"Olivia sleeps until noon","M","F","be_right","Is Jerry right that Olivia sleeps until noon?","4","C","No",3,39,"English","Yes","y","m","",2.799,0
"7257",279,5819,"Zoe calculated the tip","M","F","see","Did Tim see that Zoe calculated the tip?","10","NonProj","Yes",4,39,"English","Yes","y","m","",2.799,1
"7258",279,8199,"Isabella ate a steak on Sunday","M","F","announce","Did Kevin announce that Isabella ate a steak on Sunday?","7","C","No",5,39,"English","Yes","y","m","",2.799,0
"7259",279,4016,"Jayden rented a car","F","M","say","Did Stephanie say that Jayden rented a car?","14","C","No",6,39,"English","Yes","y","m","",2.799,0
"7260",279,7483,"Mia drank 2 cocktails last night","M","M","hear","Did Ray hear that Mia drank 2 cocktails last night?","6","C","Yes",7,39,"English","Yes","y","m","",2.799,1
"7261",279,5745,"Hendrick&quotechars car was expensive",NA,"F","MC","Was Hendrick&quotechars car expensive?","control6","control","No",8,39,"English","Yes","y","m","",2.799,0
"7262",279,6590,"Zack is coming to the meeting tomorrow",NA,"M","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",9,39,"English","Yes","y","m","",2.799,0
"7263",279,13227,"Jackson ran 10 miles","F","F","demonstrate","Did Laura demonstrate that Jackson ran 10 miles?","13","C","No",10,39,"English","Yes","y","m","",2.799,0
"7264",279,3892,"Mary&quotechars aunt is sick",NA,"M","MC","Is Mary&quotechars aunt sick?","control2","control","No",11,39,"English","Yes","y","m","",2.799,0
"7265",279,7616,"Jon walks to work","F","M","think","Does Ruth think that Jon walks to work?","19","NonProj","No",12,39,"English","Yes","y","m","",2.799,0
"7266",279,6570,"Julian dances salsa","F","F","know","Does Kathleen know that Julian dances salsa?","18","NonProj","Yes",13,39,"English","Yes","y","m","",2.799,1
"7267",279,6858,"Owen shoveled snow last winter","F","F","pretend","Did Cynthia pretend that Owen shoveled snow last winter?","17","NonProj","No",14,39,"English","Yes","y","m","",2.799,0
"7268",279,5942,"Charley speaks Spanish","F","F","suggest","Did Anna suggest that Charley speaks Spanish?","20","C","No",15,39,"English","Yes","y","m","",2.799,0
"7269",279,3618,"Grace visited her sister","M","M","confirm","Did Andrew confirm that Grace visited her sister?","9","C","No",16,39,"English","Yes","y","m","",2.799,0
"7270",279,4014,"Vanessa is good at math",NA,"M","MC","Is Vanessa good at math?","control4","control","No",17,39,"English","Yes","y","m","",2.799,0
"7271",279,10702,"Josh learned to ride a bike yesterday","F","F","inform","Did Sharon inform Sam that Josh learned to ride a bike yesterday?","16","C","No",18,39,"English","Yes","y","m","",2.799,0
"7272",279,6049,"Danny ate the last cupcake","F","F","confess","Did Amanda confess that Danny ate the last cupcake?","11","C","No",19,39,"English","Yes","y","m","",2.799,0
"7273",279,5834,"Emma studied on Saturday morning","M","M","acknowledge","Did Justin acknowledge that Emma studied on Saturday morning?","3","C","No",20,39,"English","Yes","y","m","",2.799,0
"7274",279,3937,"Tony had a drink last night","F","F","admit","Did Rebecca admit that Tony had a drink last night?","15","C","No",21,39,"English","Yes","y","m","",2.799,0
"7275",279,5060,"Madison had a baby",NA,"M","MC","Did Madison have a baby?","control5","control","No",22,39,"English","Yes","y","m","",2.799,0
"7276",279,4099,"Mary is pregnant","M","M","establish","Did Patrick establish that Mary is pregnant?","1","NonProj","No",23,39,"English","Yes","y","m","",2.799,0
"7277",279,7591,"Sophia got a tattoo","M","M","be_annoyed","Is Ben annoyed that Sophia got a tattoo?","5","NonProj","Yes",24,39,"English","Yes","y","m","",2.799,1
"7278",279,7523,"Todd played football in high school",NA,"F","MC","Did Todd play football in high school?","control3","control","No",25,39,"English","Yes","y","m","",2.799,0
"7279",279,3968,"Josie went on vacation to France","M","M","prove","Did Scott prove that Josie went on vacation to France?","2","C","No",26,39,"English","Yes","y","m","",2.799,0
"7280",279,3846,"Frank got a cat","F","M","reveal","Did Melissa reveal that Frank got a cat?","12","NonProj","No",27,39,"English","Yes","y","m","",2.799,0
"7307",281,4173,"Mary&quotechars aunt is sick",NA,"M","MC","Is Mary&quotechars aunt sick?","control2","control","No",2,27,"english","Yes","y","m","all good. thanks.",1.79006666666667,0
"7308",281,5082,"Mia drank 2 cocktails last night","M","M","be_right","Is Ray right that Mia drank 2 cocktails last night?","6","C","No",3,27,"english","Yes","y","m","all good. thanks.",1.79006666666667,0
"7309",281,2716,"Vanessa is good at math",NA,"M","MC","Is Vanessa good at math?","control4","control","No",4,27,"english","Yes","y","m","all good. thanks.",1.79006666666667,0
"7310",281,4327,"Frank got a cat","F","M","acknowledge","Did Melissa acknowledge that Frank got a cat?","12","C","Yes",5,27,"english","Yes","y","m","all good. thanks.",1.79006666666667,1
"7311",281,4519,"Zack is coming to the meeting tomorrow",NA,"M","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",6,27,"english","Yes","y","m","all good. thanks.",1.79006666666667,0
"7312",281,3734,"Mary is pregnant","M","M","confirm","Did Patrick confirm that Mary is pregnant?","1","C","No",7,27,"english","Yes","y","m","all good. thanks.",1.79006666666667,0
"7313",281,5568,"Jackson ran 10 miles","F","F","discover","Did Laura discover that Jackson ran 10 miles?","13","NonProj","Yes",8,27,"english","Yes","y","m","all good. thanks.",1.79006666666667,1
"7314",281,4656,"Tony had a drink last night","F","F","pretend","Did Rebecca pretend that Tony had a drink last night?","15","NonProj","No",9,27,"english","Yes","y","m","all good. thanks.",1.79006666666667,0
"7315",281,4328,"Isabella ate a steak on Sunday","M","M","confess","Did Kevin confess that Isabella ate a steak on Sunday?","7","C","Yes",10,27,"english","Yes","y","m","all good. thanks.",1.79006666666667,1
"7316",281,3463,"Jayden rented a car","F","F","establish","Did Stephanie establish that Jayden rented a car?","14","NonProj","No",11,27,"english","Yes","y","m","all good. thanks.",1.79006666666667,0
"7317",281,5497,"Danny ate the last cupcake","F","F","prove","Did Amanda prove that Danny ate the last cupcake?","11","C","No",12,27,"english","Yes","y","m","all good. thanks.",1.79006666666667,0
"7318",281,3934,"Hendrick&quotechars car was expensive",NA,"M","MC","Was Hendrick&quotechars car expensive?","control6","control","No",13,27,"english","Yes","y","m","all good. thanks.",1.79006666666667,0
"7319",281,2346,"Madison had a baby",NA,"M","MC","Did Madison have a baby?","control5","control","No",14,27,"english","Yes","y","m","all good. thanks.",1.79006666666667,0
"7320",281,3839,"Josie went on vacation to France","M","M","say","Did Scott say that Josie went on vacation to France?","2","C","No",15,27,"english","Yes","y","m","all good. thanks.",1.79006666666667,0
"7321",281,6002,"Olivia sleeps until noon","M","F","announce","Did Jerry announce that Olivia sleeps until noon?","4","C","Yes",16,27,"english","Yes","y","m","all good. thanks.",1.79006666666667,1
"7322",281,3074,"Charley speaks Spanish","F","F","be_annoyed","Is Anna annoyed that Charley speaks Spanish?","20","NonProj","Yes",17,27,"english","Yes","y","m","all good. thanks.",1.79006666666667,1
"7323",281,6162,"Emily bought a car yesterday","M","F","inform","Did Brian inform Sam that Emily bought a car yesterday?","8","C","Yes",18,27,"english","Yes","y","m","all good. thanks.",1.79006666666667,1
"7324",281,2860,"Owen shoveled snow last winter","F","M","suggest","Did Cynthia suggest that Owen shoveled snow last winter?","17","C","No",19,27,"english","Yes","y","m","all good. thanks.",1.79006666666667,0
"7325",281,3036,"Grace visited her sister","M","F","reveal","Did Andrew reveal that Grace visited her sister?","9","NonProj","Yes",20,27,"english","Yes","y","m","all good. thanks.",1.79006666666667,1
"7326",281,4280,"Todd played football in high school",NA,"F","MC","Did Todd play football in high school?","control3","control","No",21,27,"english","Yes","y","m","all good. thanks.",1.79006666666667,0
"7327",281,2665,"Jon walks to work","F","F","admit","Did Ruth admit that Jon walks to work?","19","C","Yes",22,27,"english","Yes","y","m","all good. thanks.",1.79006666666667,1
"7328",281,3463,"Julian dances salsa","F","M","think","Does Kathleen think that Julian dances salsa?","18","NonProj","No",23,27,"english","Yes","y","m","all good. thanks.",1.79006666666667,0
"7329",281,4150,"Josh learned to ride a bike yesterday","F","F","know","Does Sharon know that Josh learned to ride a bike yesterday?","16","NonProj","Yes",24,27,"english","Yes","y","m","all good. thanks.",1.79006666666667,1
"7330",281,2788,"Sophia got a tattoo","M","M","see","Did Ben see that Sophia got a tattoo?","5","NonProj","Yes",25,27,"english","Yes","y","m","all good. thanks.",1.79006666666667,1
"7331",281,4871,"Zoe calculated the tip","M","F","demonstrate","Did Tim demonstrate that Zoe calculated the tip?","10","C","No",26,27,"english","Yes","y","m","all good. thanks.",1.79006666666667,0
"7332",281,5871,"Emma studied on Saturday morning","M","F","hear","Did Justin hear that Emma studied on Saturday morning?","3","C","Yes",27,27,"english","Yes","y","m","all good. thanks.",1.79006666666667,1
