"","X","workerid","rt","subjectGender","speakerGender","content","verb","contentNr","trigger_class","response","slide_number_in_experiment","age","language","asses","american","gender","comments","Answer.time_in_minutes","predicateClause"
"3582",3918,139,9337,"F","F","Jayden rented a car","discover","14","NonProj",0.72,30,34,"English","Yes",0,"Male","$1",4.89,"discover.Jayden rented a car"
"3583",3919,139,15598,"F","F","Danny ate the last cupcake","confirm","11","C",0.81,31,34,"English","Yes",0,"Male","$1",4.89,"confirm.Danny ate the last cupcake"
"3584",3920,139,3652,"F","M","Josh learned to ride a bike yesterday","hear","16","C",0.3,32,34,"English","Yes",0,"Male","$1",4.89,"hear.Josh learned to ride a bike yesterday"
"3585",3921,140,6273,"M","M","Isabella ate a steak on Sunday","be_right","7","C",0.92,5,34,"Russian, English","Yes",0,"Male","Fair",3.2,"be_right_that.Isabella ate a steak on Sunday"
"3586",3922,140,6409,"F","M","Jon walks to work","pretend","19","NonProj",0.05,6,34,"Russian, English","Yes",0,"Male","Fair",3.2,"pretend.Jon walks to work"
"3587",3923,140,4324,"F","F","Tony had a drink last night","discover","15","NonProj",0.97,7,34,"Russian, English","Yes",0,"Male","Fair",3.2,"discover.Tony had a drink last night"
"3588",3924,140,3995,"F","F","Julian dances salsa","know","18","NonProj",0.78,8,34,"Russian, English","Yes",0,"Male","Fair",3.2,"know.Julian dances salsa"
"3589",3925,140,4181,"F","M","Owen shoveled snow last winter","confess","17","C",0.74,9,34,"Russian, English","Yes",0,"Male","Fair",3.2,"confess.Owen shoveled snow last winter"
"3593",3929,140,3782,"M","M","Sophia got a tattoo","establish","5","NonProj",0.84,13,34,"Russian, English","Yes",0,"Male","Fair",3.2,"establish.Sophia got a tattoo"
"3594",3930,140,4331,"F","M","Jayden rented a car","inform","14","C",0.88,14,34,"Russian, English","Yes",0,"Male","Fair",3.2,"inform_Sam.Jayden rented a car"
"3595",3931,140,4033,"M","F","Grace visited her sister","prove","9","C",0.93,15,34,"Russian, English","Yes",0,"Male","Fair",3.2,"prove.Grace visited her sister"
"3596",3932,140,3855,"M","M","Emily bought a car yesterday","admit","8","C",0.92,16,34,"Russian, English","Yes",0,"Male","Fair",3.2,"admit.Emily bought a car yesterday"
"3597",3933,140,2749,"F","F","Frank got a cat","acknowledge","12","C",0.89,17,34,"Russian, English","Yes",0,"Male","Fair",3.2,"acknowledge.Frank got a cat"
"3598",3934,140,5917,"M","F","Emma studied on Saturday morning","think","3","NonProj",0.88,18,34,"Russian, English","Yes",0,"Male","Fair",3.2,"think.Emma studied on Saturday morning"
"3599",3935,140,4146,"M","F","Zoe calculated the tip","suggest","10","C",0.62,19,34,"Russian, English","Yes",0,"Male","Fair",3.2,"suggest.Zoe calculated the tip"
"3600",3936,140,3529,"F","F","Jackson ran 10 miles","announce","13","C",0.73,20,34,"Russian, English","Yes",0,"Male","Fair",3.2,"announce.Jackson ran 10 miles"
"3602",3938,140,5231,"M","F","Olivia sleeps until noon","see","4","NonProj",0.82,22,34,"Russian, English","Yes",0,"Male","Fair",3.2,"see.Olivia sleeps until noon"
"3603",3939,140,3099,"M","M","Mary is pregnant","be_annoyed","1","NonProj",0.76,23,34,"Russian, English","Yes",0,"Male","Fair",3.2,"annoyed.Mary is pregnant"
"3605",3941,140,4969,"F","F","Charley speaks Spanish","confirm","20","C",0.89,25,34,"Russian, English","Yes",0,"Male","Fair",3.2,"confirm.Charley speaks Spanish"
"3608",3944,140,4466,"F","M","Danny ate the last cupcake","say","11","C",0.83,28,34,"Russian, English","Yes",0,"Male","Fair",3.2,"say.Danny ate the last cupcake"
"3610",3946,140,8524,"F","F","Josh learned to ride a bike yesterday","demonstrate","16","C",0.85,30,34,"Russian, English","Yes",0,"Male","Fair",3.2,"demonstrate.Josh learned to ride a bike yesterday"
"3611",3947,140,3260,"M","F","Josie went on vacation to France","hear","2","C",0.89,31,34,"Russian, English","Yes",0,"Male","Fair",3.2,"hear.Josie went on vacation to France"
"3612",3948,140,4184,"M","M","Mia drank 2 cocktails last night","reveal","6","NonProj",0.89,32,34,"Russian, English","Yes",0,"Male","Fair",3.2,"reveal.Mia drank 2 cocktails last night"
"3614",3950,141,5316,"M","F","Emily bought a car yesterday","reveal","8","NonProj",0.97,6,38,"english","Yes",0,"Male","It seemed fair.",4.33,"reveal.Emily bought a car yesterday"
"3615",3951,141,5443,"M","F","Josie went on vacation to France","prove","2","C",0.98,7,38,"english","Yes",0,"Male","It seemed fair.",4.33,"prove.Josie went on vacation to France"
"3616",3952,141,7855,"F","M","Julian dances salsa","say","18","C",0.26,8,38,"english","Yes",0,"Male","It seemed fair.",4.33,"say.Julian dances salsa"
"3617",3953,141,9673,"M","F","Zoe calculated the tip","acknowledge","10","C",0.89,9,38,"english","Yes",0,"Male","It seemed fair.",4.33,"acknowledge.Zoe calculated the tip"
"3618",3954,141,11344,"M","F","Olivia sleeps until noon","admit","4","C",0.9,10,38,"english","Yes",0,"Male","It seemed fair.",4.33,"admit.Olivia sleeps until noon"
"3619",3955,141,5377,"F","F","Jon walks to work","know","19","NonProj",0.97,11,38,"english","Yes",0,"Male","It seemed fair.",4.33,"know.Jon walks to work"
"3620",3956,141,5655,"F","M","Tony had a drink last night","suggest","15","C",0.21,12,38,"english","Yes",0,"Male","It seemed fair.",4.33,"suggest.Tony had a drink last night"
"3621",3957,141,6181,"M","F","Isabella ate a steak on Sunday","establish","7","NonProj",0.65,13,38,"english","Yes",0,"Male","It seemed fair.",4.33,"establish.Isabella ate a steak on Sunday"
"3623",3959,141,5930,"M","F","Sophia got a tattoo","pretend","5","NonProj",0.02,15,38,"english","Yes",0,"Male","It seemed fair.",4.33,"pretend.Sophia got a tattoo"
"3624",3960,141,4824,"M","F","Mia drank 2 cocktails last night","be_annoyed","6","NonProj",0.89,16,38,"english","Yes",0,"Male","It seemed fair.",4.33,"annoyed.Mia drank 2 cocktails last night"
"3625",3961,141,3347,"M","F","Mary is pregnant","demonstrate","1","C",0.85,17,38,"english","Yes",0,"Male","It seemed fair.",4.33,"demonstrate.Mary is pregnant"
"3627",3963,141,9884,"M","M","Emma studied on Saturday morning","announce","3","C",0.52,19,38,"english","Yes",0,"Male","It seemed fair.",4.33,"announce.Emma studied on Saturday morning"
"3628",3964,141,5093,"F","M","Jackson ran 10 miles","see","13","NonProj",0.94,20,38,"english","Yes",0,"Male","It seemed fair.",4.33,"see.Jackson ran 10 miles"
"3629",3965,141,4431,"F","M","Frank got a cat","discover","12","NonProj",0.88,21,38,"english","Yes",0,"Male","It seemed fair.",4.33,"discover.Frank got a cat"
"3630",3966,141,7967,"F","M","Owen shoveled snow last winter","inform","17","C",0.78,22,38,"english","Yes",0,"Male","It seemed fair.",4.33,"inform_Sam.Owen shoveled snow last winter"
"3632",3968,141,4288,"F","F","Charley speaks Spanish","confirm","20","C",0.92,24,38,"english","Yes",0,"Male","It seemed fair.",4.33,"confirm.Charley speaks Spanish"
"3633",3969,141,6947,"F","F","Josh learned to ride a bike yesterday","hear","16","C",0.16,25,38,"english","Yes",0,"Male","It seemed fair.",4.33,"hear.Josh learned to ride a bike yesterday"
"3636",3972,141,6304,"F","M","Danny ate the last cupcake","think","11","NonProj",0.13,28,38,"english","Yes",0,"Male","It seemed fair.",4.33,"think.Danny ate the last cupcake"
"3639",3975,141,6249,"F","M","Jayden rented a car","confess","14","C",0.52,31,38,"english","Yes",0,"Male","It seemed fair.",4.33,"confess.Jayden rented a car"
"3640",3976,141,6219,"M","M","Grace visited her sister","be_right","9","C",0.91,32,38,"english","Yes",0,"Male","It seemed fair.",4.33,"be_right_that.Grace visited her sister"
"3641",3977,142,10912,"F","F","Jackson ran 10 miles","say","13","C",0.44,5,30,"English","Yes",0,"Male","Hit was fine and pays fairly.",11.3,"say.Jackson ran 10 miles"
"3643",3979,142,7448,"F","F","Charley speaks Spanish","be_annoyed","20","NonProj",1,7,30,"English","Yes",0,"Male","Hit was fine and pays fairly.",11.3,"annoyed.Charley speaks Spanish"
"3645",3981,142,9841,"M","F","Mary is pregnant","confess","1","C",0.85,9,30,"English","Yes",0,"Male","Hit was fine and pays fairly.",11.3,"confess.Mary is pregnant"
"3646",3982,142,12840,"M","F","Isabella ate a steak on Sunday","pretend","7","NonProj",0,10,30,"English","Yes",0,"Male","Hit was fine and pays fairly.",11.3,"pretend.Isabella ate a steak on Sunday"
"3647",3983,142,6872,"M","F","Sophia got a tattoo","inform","5","C",0.7,11,30,"English","Yes",0,"Male","Hit was fine and pays fairly.",11.3,"inform_Sam.Sophia got a tattoo"
"3648",3984,142,16705,"F","M","Jon walks to work","establish","19","NonProj",0.79,12,30,"English","Yes",0,"Male","Hit was fine and pays fairly.",11.3,"establish.Jon walks to work"
"3649",3985,142,7559,"M","F","Olivia sleeps until noon","announce","4","C",0.74,13,30,"English","Yes",0,"Male","Hit was fine and pays fairly.",11.3,"announce.Olivia sleeps until noon"
"3650",3986,142,9057,"F","F","Jayden rented a car","suggest","14","C",0.7,14,30,"English","Yes",0,"Male","Hit was fine and pays fairly.",11.3,"suggest.Jayden rented a car"
"3651",3987,142,5232,"M","F","Zoe calculated the tip","acknowledge","10","C",1,15,30,"English","Yes",0,"Male","Hit was fine and pays fairly.",11.3,"acknowledge.Zoe calculated the tip"
"3655",3991,142,7320,"F","F","Julian dances salsa","confirm","18","C",0.77,19,30,"English","Yes",0,"Male","Hit was fine and pays fairly.",11.3,"confirm.Julian dances salsa"
"3656",3992,142,13287,"F","F","Tony had a drink last night","see","15","NonProj",1,20,30,"English","Yes",0,"Male","Hit was fine and pays fairly.",11.3,"see.Tony had a drink last night"
"3658",3994,142,12905,"F","M","Danny ate the last cupcake","hear","11","C",0.47,22,30,"English","Yes",0,"Male","Hit was fine and pays fairly.",11.3,"hear.Danny ate the last cupcake"
"3659",3995,142,12928,"F","M","Josh learned to ride a bike yesterday","reveal","16","NonProj",0.72,23,30,"English","Yes",0,"Male","Hit was fine and pays fairly.",11.3,"reveal.Josh learned to ride a bike yesterday"
"3660",3996,142,11360,"M","F","Emily bought a car yesterday","discover","8","NonProj",0.92,24,30,"English","Yes",0,"Male","Hit was fine and pays fairly.",11.3,"discover.Emily bought a car yesterday"
"3661",3997,142,20248,"M","M","Josie went on vacation to France","think","2","NonProj",0.49,25,30,"English","Yes",0,"Male","Hit was fine and pays fairly.",11.3,"think.Josie went on vacation to France"
"3662",3998,142,4839,"F","F","Frank got a cat","prove","12","C",1,26,30,"English","Yes",0,"Male","Hit was fine and pays fairly.",11.3,"prove.Frank got a cat"
"3663",3999,142,9856,"M","F","Mia drank 2 cocktails last night","know","6","NonProj",1,27,30,"English","Yes",0,"Male","Hit was fine and pays fairly.",11.3,"know.Mia drank 2 cocktails last night"
"3665",4001,142,10408,"M","M","Emma studied on Saturday morning","be_right","3","C",1,29,30,"English","Yes",0,"Male","Hit was fine and pays fairly.",11.3,"be_right_that.Emma studied on Saturday morning"
"3666",4002,142,9688,"M","F","Grace visited her sister","admit","9","C",1,30,30,"English","Yes",0,"Male","Hit was fine and pays fairly.",11.3,"admit.Grace visited her sister"
"3667",4003,142,11336,"F","F","Owen shoveled snow last winter","demonstrate","17","C",0.84,31,30,"English","Yes",0,"Male","Hit was fine and pays fairly.",11.3,"demonstrate.Owen shoveled snow last winter"
"3669",4005,143,4742,"F","F","Frank got a cat","say","12","C",0.48,5,27,"English","Yes",0,"Female","",2.66,"say.Frank got a cat"
"3670",4006,143,2670,"F","M","Jayden rented a car","think","14","NonProj",0.48,6,27,"English","Yes",0,"Female","",2.66,"think.Jayden rented a car"
"3671",4007,143,3801,"F","M","Owen shoveled snow last winter","prove","17","C",1,7,27,"English","Yes",0,"Female","",2.66,"prove.Owen shoveled snow last winter"
"3672",4008,143,4259,"M","F","Isabella ate a steak on Sunday","admit","7","C",0.49,8,27,"English","Yes",0,"Female","",2.66,"admit.Isabella ate a steak on Sunday"
"3674",4010,143,3812,"M","M","Olivia sleeps until noon","announce","4","C",0.48,10,27,"English","Yes",0,"Female","",2.66,"announce.Olivia sleeps until noon"
"3675",4011,143,5301,"F","F","Josh learned to ride a bike yesterday","discover","16","NonProj",0.8,11,27,"English","Yes",0,"Female","",2.66,"discover.Josh learned to ride a bike yesterday"
"3676",4012,143,3431,"F","M","Tony had a drink last night","demonstrate","15","C",0.89,12,27,"English","Yes",0,"Female","",2.66,"demonstrate.Tony had a drink last night"
"3677",4013,143,4834,"M","F","Josie went on vacation to France","establish","2","NonProj",0.9,13,27,"English","Yes",0,"Female","",2.66,"establish.Josie went on vacation to France"
"3678",4014,143,3108,"F","M","Danny ate the last cupcake","see","11","NonProj",1,14,27,"English","Yes",0,"Female","",2.66,"see.Danny ate the last cupcake"
"3681",4017,143,3473,"M","F","Emily bought a car yesterday","inform","8","C",0.46,17,27,"English","Yes",0,"Female","",2.66,"inform_Sam.Emily bought a car yesterday"
"3684",4020,143,4893,"M","F","Emma studied on Saturday morning","know","3","NonProj",0.9,20,27,"English","Yes",0,"Female","",2.66,"know.Emma studied on Saturday morning"
"3685",4021,143,4655,"F","M","Charley speaks Spanish","confirm","20","C",1,21,27,"English","Yes",0,"Female","",2.66,"confirm.Charley speaks Spanish"
"3687",4023,143,6157,"F","F","Jackson ran 10 miles","suggest","13","C",0.21,23,27,"English","Yes",0,"Female","",2.66,"suggest.Jackson ran 10 miles"
"3688",4024,143,3290,"M","F","Sophia got a tattoo","reveal","5","NonProj",0.64,24,27,"English","Yes",0,"Female","",2.66,"reveal.Sophia got a tattoo"
"3690",4026,143,5120,"M","F","Mary is pregnant","acknowledge","1","C",0.82,26,27,"English","Yes",0,"Female","",2.66,"acknowledge.Mary is pregnant"
"3692",4028,143,5873,"F","F","Julian dances salsa","confess","18","C",0.76,28,27,"English","Yes",0,"Female","",2.66,"confess.Julian dances salsa"
"3693",4029,143,3923,"F","F","Jon walks to work","be_annoyed","19","NonProj",1,29,27,"English","Yes",0,"Female","",2.66,"annoyed.Jon walks to work"
"3694",4030,143,4496,"M","F","Zoe calculated the tip","hear","10","C",0.51,30,27,"English","Yes",0,"Female","",2.66,"hear.Zoe calculated the tip"
"3695",4031,143,3074,"M","F","Mia drank 2 cocktails last night","be_right","6","C",1,31,27,"English","Yes",0,"Female","",2.66,"be_right_that.Mia drank 2 cocktails last night"
"3696",4032,143,4062,"M","M","Grace visited her sister","pretend","9","NonProj",0.15,32,27,"English","Yes",0,"Female","",2.66,"pretend.Grace visited her sister"
"3697",4033,144,9762,"M","M","Mary is pregnant","think","1","NonProj",0.95,5,63,"English","Confused",0,"Female","Some of these examples had no clear answer.  .25",6.38,"think.Mary is pregnant"
"3698",4034,144,11250,"F","F","Julian dances salsa","prove","18","C",0.97,6,63,"English","Confused",0,"Female","Some of these examples had no clear answer.  .25",6.38,"prove.Julian dances salsa"
"3699",4035,144,6760,"M","M","Sophia got a tattoo","admit","5","C",1,7,63,"English","Confused",0,"Female","Some of these examples had no clear answer.  .25",6.38,"admit.Sophia got a tattoo"
"3701",4037,144,10550,"M","M","Zoe calculated the tip","reveal","10","NonProj",1,9,63,"English","Confused",0,"Female","Some of these examples had no clear answer.  .25",6.38,"reveal.Zoe calculated the tip"
"3702",4038,144,7306,"M","M","Mia drank 2 cocktails last night","announce","6","C",1,10,63,"English","Confused",0,"Female","Some of these examples had no clear answer.  .25",6.38,"announce.Mia drank 2 cocktails last night"
"3703",4039,144,5277,"F","F","Charley speaks Spanish","see","20","NonProj",1,11,63,"English","Confused",0,"Female","Some of these examples had no clear answer.  .25",6.38,"see.Charley speaks Spanish"
"3704",4040,144,6954,"F","F","Frank got a cat","hear","12","C",0.5,12,63,"English","Confused",0,"Female","Some of these examples had no clear answer.  .25",6.38,"hear.Frank got a cat"
"3705",4041,144,7780,"M","F","Olivia sleeps until noon","establish","4","NonProj",1,13,63,"English","Confused",0,"Female","Some of these examples had no clear answer.  .25",6.38,"establish.Olivia sleeps until noon"
"3707",4043,144,6549,"M","M","Isabella ate a steak on Sunday","pretend","7","NonProj",0.02,15,63,"English","Confused",0,"Female","Some of these examples had no clear answer.  .25",6.38,"pretend.Isabella ate a steak on Sunday"
"3708",4044,144,7188,"F","M","Josh learned to ride a bike yesterday","acknowledge","16","C",0.94,16,63,"English","Confused",0,"Female","Some of these examples had no clear answer.  .25",6.38,"acknowledge.Josh learned to ride a bike yesterday"
"3710",4046,144,8648,"F","F","Tony had a drink last night","discover","15","NonProj",1,18,63,"English","Confused",0,"Female","Some of these examples had no clear answer.  .25",6.38,"discover.Tony had a drink last night"
"3711",4047,144,5206,"F","F","Danny ate the last cupcake","know","11","NonProj",1,19,63,"English","Confused",0,"Female","Some of these examples had no clear answer.  .25",6.38,"know.Danny ate the last cupcake"
"3712",4048,144,9262,"M","M","Emily bought a car yesterday","say","8","C",0.49,20,63,"English","Confused",0,"Female","Some of these examples had no clear answer.  .25",6.38,"say.Emily bought a car yesterday"
"3714",4050,144,8008,"F","M","Jackson ran 10 miles","suggest","13","C",0.44,22,63,"English","Confused",0,"Female","Some of these examples had no clear answer.  .25",6.38,"suggest.Jackson ran 10 miles"
"3716",4052,144,13082,"M","F","Grace visited her sister","confess","9","C",1,24,63,"English","Confused",0,"Female","Some of these examples had no clear answer.  .25",6.38,"confess.Grace visited her sister"
"3719",4055,144,6298,"M","M","Emma studied on Saturday morning","confirm","3","C",1,27,63,"English","Confused",0,"Female","Some of these examples had no clear answer.  .25",6.38,"confirm.Emma studied on Saturday morning"
"3720",4056,144,11920,"F","F","Jon walks to work","demonstrate","19","C",1,28,63,"English","Confused",0,"Female","Some of these examples had no clear answer.  .25",6.38,"demonstrate.Jon walks to work"
"3722",4058,144,6563,"F","F","Jayden rented a car","be_annoyed","14","NonProj",0.99,30,63,"English","Confused",0,"Female","Some of these examples had no clear answer.  .25",6.38,"annoyed.Jayden rented a car"
"3723",4059,144,6596,"F","F","Owen shoveled snow last winter","be_right","17","C",1,31,63,"English","Confused",0,"Female","Some of these examples had no clear answer.  .25",6.38,"be_right_that.Owen shoveled snow last winter"
"3724",4060,144,8458,"M","M","Josie went on vacation to France","inform","2","C",1,32,63,"English","Confused",0,"Female","Some of these examples had no clear answer.  .25",6.38,"inform_Sam.Josie went on vacation to France"
"3725",4061,145,13471,"M","F","Isabella ate a steak on Sunday","see","7","NonProj",0.98,5,34,"English","Yes",0,"Female","",7.35,"see.Isabella ate a steak on Sunday"
"3726",4062,145,6426,"M","F","Olivia sleeps until noon","be_right","4","C",0.96,6,34,"English","Yes",0,"Female","",7.35,"be_right_that.Olivia sleeps until noon"
"3727",4063,145,7334,"F","F","Julian dances salsa","acknowledge","18","C",0.97,7,34,"English","Yes",0,"Female","",7.35,"acknowledge.Julian dances salsa"
"3729",4065,145,9443,"M","M","Sophia got a tattoo","pretend","5","NonProj",0.02,9,34,"English","Yes",0,"Female","",7.35,"pretend.Sophia got a tattoo"
"3730",4066,145,17785,"F","F","Jayden rented a car","prove","14","C",0.99,10,34,"English","Yes",0,"Female","",7.35,"prove.Jayden rented a car"
"3732",4068,145,6990,"F","M","Danny ate the last cupcake","announce","11","C",0.98,12,34,"English","Yes",0,"Female","",7.35,"announce.Danny ate the last cupcake"
"3734",4070,145,15478,"F","F","Josh learned to ride a bike yesterday","suggest","16","C",0.82,14,34,"English","Yes",0,"Female","",7.35,"suggest.Josh learned to ride a bike yesterday"
"3735",4071,145,6569,"M","M","Emily bought a car yesterday","be_annoyed","8","NonProj",0.99,15,34,"English","Yes",0,"Female","",7.35,"annoyed.Emily bought a car yesterday"
"3737",4073,145,7919,"M","M","Grace visited her sister","inform","9","C",0.97,17,34,"English","Yes",0,"Female","",7.35,"inform_Sam.Grace visited her sister"
"3739",4075,145,12010,"F","F","Jackson ran 10 miles","hear","13","C",0.97,19,34,"English","Yes",0,"Female","",7.35,"hear.Jackson ran 10 miles"
"3740",4076,145,7125,"M","F","Mia drank 2 cocktails last night","discover","6","NonProj",0.99,20,34,"English","Yes",0,"Female","",7.35,"discover.Mia drank 2 cocktails last night"
"3743",4079,145,6473,"F","M","Tony had a drink last night","demonstrate","15","C",0.99,23,34,"English","Yes",0,"Female","",7.35,"demonstrate.Tony had a drink last night"
"3744",4080,145,5018,"F","M","Jon walks to work","admit","19","C",0.99,24,34,"English","Yes",0,"Female","",7.35,"admit.Jon walks to work"
"3745",4081,145,4553,"F","M","Frank got a cat","reveal","12","NonProj",0.99,25,34,"English","Yes",0,"Female","",7.35,"reveal.Frank got a cat"
"3746",4082,145,4001,"F","F","Charley speaks Spanish","say","20","C",0.98,26,34,"English","Yes",0,"Female","",7.35,"say.Charley speaks Spanish"
"3747",4083,145,6275,"M","M","Josie went on vacation to France","know","2","NonProj",0.97,27,34,"English","Yes",0,"Female","",7.35,"know.Josie went on vacation to France"
"3749",4085,145,7185,"M","F","Zoe calculated the tip","think","10","NonProj",0,29,34,"English","Yes",0,"Female","",7.35,"think.Zoe calculated the tip"
"3750",4086,145,78385,"M","M","Mary is pregnant","confess","1","C",0.98,30,34,"English","Yes",0,"Female","",7.35,"confess.Mary is pregnant"
"3751",4087,145,5916,"F","M","Owen shoveled snow last winter","establish","17","NonProj",0.97,31,34,"English","Yes",0,"Female","",7.35,"establish.Owen shoveled snow last winter"
"3752",4088,145,5166,"M","F","Emma studied on Saturday morning","confirm","3","C",0.99,32,34,"English","Yes",0,"Female","",7.35,"confirm.Emma studied on Saturday morning"
"3753",4089,146,5740,"F","M","Owen shoveled snow last winter","know","17","NonProj",1,5,22,"english","Yes",0,"Female","everything was great.",3.13,"know.Owen shoveled snow last winter"
"3755",4091,146,4612,"F","M","Frank got a cat","see","12","NonProj",1,7,22,"english","Yes",0,"Female","everything was great.",3.13,"see.Frank got a cat"
"3756",4092,146,6958,"M","F","Olivia sleeps until noon","confess","4","C",1,8,22,"english","Yes",0,"Female","everything was great.",3.13,"confess.Olivia sleeps until noon"
"3757",4093,146,3656,"F","F","Jon walks to work","discover","19","NonProj",1,9,22,"english","Yes",0,"Female","everything was great.",3.13,"discover.Jon walks to work"
"3758",4094,146,5432,"F","M","Josh learned to ride a bike yesterday","pretend","16","NonProj",0,10,22,"english","Yes",0,"Female","everything was great.",3.13,"pretend.Josh learned to ride a bike yesterday"
"3759",4095,146,5135,"M","M","Mia drank 2 cocktails last night","reveal","6","NonProj",1,11,22,"english","Yes",0,"Female","everything was great.",3.13,"reveal.Mia drank 2 cocktails last night"
"3760",4096,146,4578,"M","M","Grace visited her sister","demonstrate","9","C",1,12,22,"english","Yes",0,"Female","everything was great.",3.13,"demonstrate.Grace visited her sister"
"3762",4098,146,4516,"M","F","Isabella ate a steak on Sunday","say","7","C",1,14,22,"english","Yes",0,"Female","everything was great.",3.13,"say.Isabella ate a steak on Sunday"
"3763",4099,146,4077,"M","M","Zoe calculated the tip","hear","10","C",1,15,22,"english","Yes",0,"Female","everything was great.",3.13,"hear.Zoe calculated the tip"
"3764",4100,146,3763,"M","M","Sophia got a tattoo","inform","5","C",1,16,22,"english","Yes",0,"Female","everything was great.",3.13,"inform_Sam.Sophia got a tattoo"
"3765",4101,146,4004,"F","M","Jackson ran 10 miles","prove","13","C",1,17,22,"english","Yes",0,"Female","everything was great.",3.13,"prove.Jackson ran 10 miles"
"3768",4104,146,11160,"M","F","Emma studied on Saturday morning","suggest","3","C",0.15,20,22,"english","Yes",0,"Female","everything was great.",3.13,"suggest.Emma studied on Saturday morning"
"3769",4105,146,4333,"F","F","Tony had a drink last night","establish","15","NonProj",1,21,22,"english","Yes",0,"Female","everything was great.",3.13,"establish.Tony had a drink last night"
"3771",4107,146,4616,"M","F","Emily bought a car yesterday","be_annoyed","8","NonProj",1,23,22,"english","Yes",0,"Female","everything was great.",3.13,"annoyed.Emily bought a car yesterday"
"3773",4109,146,4332,"F","M","Julian dances salsa","admit","18","C",1,25,22,"english","Yes",0,"Female","everything was great.",3.13,"admit.Julian dances salsa"
"3774",4110,146,3820,"F","F","Charley speaks Spanish","confirm","20","C",1,26,22,"english","Yes",0,"Female","everything was great.",3.13,"confirm.Charley speaks Spanish"
"3775",4111,146,5609,"M","M","Josie went on vacation to France","think","2","NonProj",0.13,27,22,"english","Yes",0,"Female","everything was great.",3.13,"think.Josie went on vacation to France"
"3776",4112,146,4300,"F","F","Danny ate the last cupcake","be_right","11","C",1,28,22,"english","Yes",0,"Female","everything was great.",3.13,"be_right_that.Danny ate the last cupcake"
"3779",4115,146,3465,"F","F","Jayden rented a car","announce","14","C",1,31,22,"english","Yes",0,"Female","everything was great.",3.13,"announce.Jayden rented a car"
"3780",4116,146,2964,"M","M","Mary is pregnant","acknowledge","1","C",1,32,22,"english","Yes",0,"Female","everything was great.",3.13,"acknowledge.Mary is pregnant"
"3781",4117,147,5386,"F","M","Frank got a cat","confess","12","C",0.96,5,26,"English","Yes",0,"Female","",4.78,"confess.Frank got a cat"
"3782",4118,147,7854,"F","F","Owen shoveled snow last winter","see","17","NonProj",0.96,6,26,"English","Yes",0,"Female","",4.78,"see.Owen shoveled snow last winter"
"3783",4119,147,5479,"F","M","Julian dances salsa","be_annoyed","18","NonProj",0.92,7,26,"English","Yes",0,"Female","",4.78,"annoyed.Julian dances salsa"
"3784",4120,147,4242,"F","F","Jon walks to work","say","19","C",0.26,8,26,"English","Yes",0,"Female","",4.78,"say.Jon walks to work"
"3785",4121,147,4146,"M","F","Zoe calculated the tip","pretend","10","NonProj",0.06,9,26,"English","Yes",0,"Female","",4.78,"pretend.Zoe calculated the tip"
"3787",4123,147,6704,"M","F","Josie went on vacation to France","suggest","2","C",0.25,11,26,"English","Yes",0,"Female","",4.78,"suggest.Josie went on vacation to France"
"3788",4124,147,3963,"M","M","Isabella ate a steak on Sunday","prove","7","C",0.99,12,26,"English","Yes",0,"Female","",4.78,"prove.Isabella ate a steak on Sunday"
"3789",4125,147,4935,"M","M","Mia drank 2 cocktails last night","acknowledge","6","C",0.92,13,26,"English","Yes",0,"Female","",4.78,"acknowledge.Mia drank 2 cocktails last night"
"3790",4126,147,2911,"M","M","Mary is pregnant","discover","1","NonProj",0.93,14,26,"English","Yes",0,"Female","",4.78,"discover.Mary is pregnant"
"3791",4127,147,4389,"F","F","Jayden rented a car","demonstrate","14","C",0.59,15,26,"English","Yes",0,"Female","",4.78,"demonstrate.Jayden rented a car"
"3792",4128,147,6196,"M","F","Emma studied on Saturday morning","know","3","NonProj",0.9,16,26,"English","Yes",0,"Female","",4.78,"know.Emma studied on Saturday morning"
"3793",4129,147,2442,"F","F","Charley speaks Spanish","think","20","NonProj",0.18,17,26,"English","Yes",0,"Female","",4.78,"think.Charley speaks Spanish"
"3795",4131,147,7286,"F","F","Josh learned to ride a bike yesterday","hear","16","C",0.25,19,26,"English","Yes",0,"Female","",4.78,"hear.Josh learned to ride a bike yesterday"
"3796",4132,147,12322,"F","F","Danny ate the last cupcake","inform","11","C",0.51,20,26,"English","Yes",0,"Female","",4.78,"inform_Sam.Danny ate the last cupcake"
"3798",4134,147,4054,"M","M","Emily bought a car yesterday","reveal","8","NonProj",0.89,22,26,"English","Yes",0,"Female","",4.78,"reveal.Emily bought a car yesterday"
"3801",4137,147,4936,"F","F","Tony had a drink last night","establish","15","NonProj",0.78,25,26,"English","Yes",0,"Female","",4.78,"establish.Tony had a drink last night"
"3803",4139,147,6838,"M","F","Olivia sleeps until noon","announce","4","C",0.26,27,26,"English","Yes",0,"Female","",4.78,"announce.Olivia sleeps until noon"
"3806",4142,147,6120,"M","F","Grace visited her sister","admit","9","C",0.91,30,26,"English","Yes",0,"Female","",4.78,"admit.Grace visited her sister"
"3807",4143,147,3735,"M","F","Sophia got a tattoo","be_right","5","C",0.96,31,26,"English","Yes",0,"Female","",4.78,"be_right_that.Sophia got a tattoo"
