workerid,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
75,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3M68NM076H8D5YRDKXT5LL1TSK7R69,75,Approved,Tue Jun 23 07:31:17 CEST 2015,Mon Jun 22 14:47:49 CEST 2015,Mon Jun 22 14:51:17 CEST 2015,Mon Jun 22 17:53:45 CEST 2015,,,,,[],{},3.4289833333333335
76,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZV9H2YQQD8JGBLH0P5D1HXQA8L3WJ,76,Approved,Tue Jun 23 07:31:34 CEST 2015,Mon Jun 22 14:48:22 CEST 2015,Mon Jun 22 14:51:34 CEST 2015,Mon Jun 22 17:53:45 CEST 2015,,,,,[],{},3.1824
77,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3PQ8K71NHXLMTJHZ8ZOV60E5OZ9AAA,77,Approved,Tue Jun 23 07:31:37 CEST 2015,Mon Jun 22 14:36:01 CEST 2015,Mon Jun 22 14:51:37 CEST 2015,Mon Jun 22 17:53:45 CEST 2015,,,,,[],{},2.3841833333333335
78,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3K9FOBBF2HKA9L2SEUIQ1KEGHI7LNN,78,Approved,Tue Jun 23 07:31:51 CEST 2015,Mon Jun 22 14:49:16 CEST 2015,Mon Jun 22 14:51:51 CEST 2015,Mon Jun 22 17:53:46 CEST 2015,,,,,[],{},2.568433333333333
79,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3Z4XG4ZF48SK68WDMBWVUHJ8ZWJ8X9,79,Approved,Tue Jun 23 07:31:59 CEST 2015,Mon Jun 22 14:49:15 CEST 2015,Mon Jun 22 14:51:59 CEST 2015,Mon Jun 22 17:53:46 CEST 2015,,,,,[],{},2.7127666666666665
80,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,33FOTY3KEMMESA1XWURT1UBQK8P1CG,80,Approved,Tue Jun 23 07:32:22 CEST 2015,Mon Jun 22 14:49:58 CEST 2015,Mon Jun 22 14:52:22 CEST 2015,Mon Jun 22 17:53:53 CEST 2015,,,,,[],{},2.361483333333333
81,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,30BUDKLTXDWSDQMUT8Z0U8OAH07E54,81,Approved,Tue Jun 23 07:32:31 CEST 2015,Mon Jun 22 14:48:03 CEST 2015,Mon Jun 22 14:52:31 CEST 2015,Mon Jun 22 17:53:53 CEST 2015,,,,,[],{},4.4329833333333335
82,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3GDTJDAPVUC9CWX984UMJ03ASSZM83,82,Approved,Tue Jun 23 07:33:00 CEST 2015,Mon Jun 22 14:50:38 CEST 2015,Mon Jun 22 14:53:00 CEST 2015,Mon Jun 22 17:53:53 CEST 2015,,,,,[],{},2.3425833333333332
83,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3S0TNUHWKTJ682RWVBVJ0AGGJE6D8B,83,Approved,Tue Jun 23 07:33:01 CEST 2015,Mon Jun 22 14:46:45 CEST 2015,Mon Jun 22 14:53:01 CEST 2015,Mon Jun 22 17:53:53 CEST 2015,,,,,[],{},6.2389833333333335
84,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3PXX5PX6LXZRCTMREDOR1BYB6HVBA7,84,Approved,Tue Jun 23 07:33:07 CEST 2015,Mon Jun 22 14:40:56 CEST 2015,Mon Jun 22 14:53:07 CEST 2015,Mon Jun 22 17:53:53 CEST 2015,,,,,[],{},12.144233333333334
85,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,304SM51WA35VCP8LVDAIMBSHSN2BS3,85,Approved,Tue Jun 23 07:33:21 CEST 2015,Mon Jun 22 14:50:08 CEST 2015,Mon Jun 22 14:53:21 CEST 2015,Mon Jun 22 17:53:53 CEST 2015,,,,,[],{},3.1872666666666665
86,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3I0BTBYZAXMROOHKW35IKGKZI410YK,86,Approved,Tue Jun 23 07:33:28 CEST 2015,Mon Jun 22 14:47:14 CEST 2015,Mon Jun 22 14:53:28 CEST 2015,Mon Jun 22 17:53:54 CEST 2015,,,,,[],{},6.206916666666666
87,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3YDTZAI2WXHBX6OI3FLBIWZ2SV8143,87,Approved,Tue Jun 23 07:33:32 CEST 2015,Mon Jun 22 14:47:00 CEST 2015,Mon Jun 22 14:53:32 CEST 2015,Mon Jun 22 17:53:54 CEST 2015,,,,,[],{},6.31285
88,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,36AHBNMV1RDLN8IE8FTDZN4ICTADYQ,88,Approved,Tue Jun 23 07:33:41 CEST 2015,Mon Jun 22 14:45:38 CEST 2015,Mon Jun 22 14:53:41 CEST 2015,Mon Jun 22 17:53:54 CEST 2015,,,,,[],{},8.019366666666667
89,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3AAPLD8UCCI6I2OMK5P4IRR1PJKTHP,89,Approved,Tue Jun 23 07:34:08 CEST 2015,Mon Jun 22 14:41:02 CEST 2015,Mon Jun 22 14:54:08 CEST 2015,Mon Jun 22 17:53:54 CEST 2015,,,,,[],{},2.800116666666667
90,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3RKNTXVS3MZ7RU1IZYE4TXS5WPE4AU,90,Approved,Tue Jun 23 07:34:33 CEST 2015,Mon Jun 22 14:52:46 CEST 2015,Mon Jun 22 14:54:33 CEST 2015,Mon Jun 22 17:53:54 CEST 2015,,,,,[],{},1.73565
91,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3BWI6RSP7GA70U0DH1EXSS268617EB,91,Approved,Tue Jun 23 07:34:45 CEST 2015,Mon Jun 22 14:36:42 CEST 2015,Mon Jun 22 14:54:45 CEST 2015,Mon Jun 22 17:53:54 CEST 2015,,,,,[],{},2.725616666666667
92,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3AUQQEL7U5UAKUMFRSIYDHG50NZ0VB,92,Approved,Tue Jun 23 07:34:53 CEST 2015,Mon Jun 22 14:41:35 CEST 2015,Mon Jun 22 14:54:53 CEST 2015,Mon Jun 22 17:53:55 CEST 2015,,,,,[],{},1.9016833333333334
93,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3PJUZCGDJ6HU5CEFJVQHEEXQSTS98R,93,Approved,Tue Jun 23 07:35:12 CEST 2015,Mon Jun 22 14:52:19 CEST 2015,Mon Jun 22 14:55:12 CEST 2015,Mon Jun 22 17:53:55 CEST 2015,,,,,[],{},2.8324833333333332
94,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3K2755HG5S4FNH1J3P1PA2X26IJDFS,94,Approved,Tue Jun 23 07:35:32 CEST 2015,Mon Jun 22 14:50:20 CEST 2015,Mon Jun 22 14:55:32 CEST 2015,Mon Jun 22 17:53:55 CEST 2015,,,,,[],{},5.1592
95,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3CCZ6YKWR7KBIUVDLXJE2UNZQ3R95P,95,Approved,Tue Jun 23 07:36:00 CEST 2015,Mon Jun 22 14:50:48 CEST 2015,Mon Jun 22 14:56:00 CEST 2015,Mon Jun 22 17:53:55 CEST 2015,,,,,[],{},4.93735
96,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3V0Z7YWSIY1HG4PT6FMCW59KXLK2VY,96,Approved,Tue Jun 23 07:36:50 CEST 2015,Mon Jun 22 14:54:22 CEST 2015,Mon Jun 22 14:56:50 CEST 2015,Mon Jun 22 17:53:55 CEST 2015,,,,,[],{},2.425666666666667
97,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,34YB12FSQYPO5B3RR26ABDK8GBCMGJ,97,Approved,Tue Jun 23 07:37:15 CEST 2015,Mon Jun 22 14:54:22 CEST 2015,Mon Jun 22 14:57:15 CEST 2015,Mon Jun 22 17:53:55 CEST 2015,,,,,[],{},2.8403833333333335
98,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,39KFRKBFINWCR593YO7TAHGHG7GYO7,98,Approved,Tue Jun 23 07:37:53 CEST 2015,Mon Jun 22 14:41:27 CEST 2015,Mon Jun 22 14:57:53 CEST 2015,Mon Jun 22 17:53:55 CEST 2015,,,,,[],{},16.35765
99,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3AZHRG4CU4LQ8LKW7ICSUMOM93730I,99,Approved,Tue Jun 23 07:38:03 CEST 2015,Mon Jun 22 14:56:14 CEST 2015,Mon Jun 22 14:58:03 CEST 2015,Mon Jun 22 17:53:56 CEST 2015,,,,,[],{},1.7941
100,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3VW6495TLJ1OLJD54BGRC8EJUHFYYI,100,Approved,Tue Jun 23 07:38:05 CEST 2015,Mon Jun 22 14:46:36 CEST 2015,Mon Jun 22 14:58:05 CEST 2015,Mon Jun 22 17:54:04 CEST 2015,,,,,[],{},11.407533333333333
101,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3LOZAJ85YDE9KTUO6UNUKQ65DWS2X1,101,Approved,Tue Jun 23 07:38:11 CEST 2015,Mon Jun 22 14:55:06 CEST 2015,Mon Jun 22 14:58:11 CEST 2015,Mon Jun 22 17:54:04 CEST 2015,,,,,[],{},3.0433166666666667
102,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3QAPZX2QN4E1N3OD3IYNBCJU3P7024,102,Approved,Tue Jun 23 07:38:20 CEST 2015,Mon Jun 22 14:56:56 CEST 2015,Mon Jun 22 14:58:20 CEST 2015,Mon Jun 22 17:54:04 CEST 2015,,,,,[],{},1.3667
103,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3FTOP5WARFP1TZMLA34FAT5B50RJ08,103,Approved,Tue Jun 23 07:38:32 CEST 2015,Mon Jun 22 14:47:49 CEST 2015,Mon Jun 22 14:58:32 CEST 2015,Mon Jun 22 17:54:04 CEST 2015,,,,,[],{},10.69045
104,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3TESA3PJ31BOXLZD2545OI45CXOMMR,104,Approved,Tue Jun 23 07:38:58 CEST 2015,Mon Jun 22 14:56:35 CEST 2015,Mon Jun 22 14:58:58 CEST 2015,Mon Jun 22 17:54:04 CEST 2015,,,,,[],{},2.3497666666666666
105,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3NL0RFNU0FOD37A4BPRTNBV1118K4P,105,Approved,Tue Jun 23 07:39:00 CEST 2015,Mon Jun 22 14:56:02 CEST 2015,Mon Jun 22 14:59:00 CEST 2015,Mon Jun 22 17:54:05 CEST 2015,,,,,[],{},2.9261333333333335
106,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3R9WASFE2ZHIQI6FV7QM1UG5U0TZFD,106,Approved,Tue Jun 23 07:39:25 CEST 2015,Mon Jun 22 14:54:53 CEST 2015,Mon Jun 22 14:59:25 CEST 2015,Mon Jun 22 17:54:05 CEST 2015,,,,,[],{},4.4728
107,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,33M4IA01QG2QODB9LK2VLYEDPO7RX4,107,Approved,Tue Jun 23 07:39:37 CEST 2015,Mon Jun 22 14:55:51 CEST 2015,Mon Jun 22 14:59:37 CEST 2015,Mon Jun 22 17:54:05 CEST 2015,,,,,[],{},3.7385333333333333
108,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,36W0OB37HWF24EXLQXEM4FSIAF6ZHB,108,Approved,Tue Jun 23 07:39:38 CEST 2015,Mon Jun 22 14:55:11 CEST 2015,Mon Jun 22 14:59:38 CEST 2015,Mon Jun 22 17:54:05 CEST 2015,,,,,[],{},4.4269
109,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3XM0HYN6NK0W604DDN8ESETR808EPQ,109,Approved,Tue Jun 23 07:39:45 CEST 2015,Mon Jun 22 14:57:54 CEST 2015,Mon Jun 22 14:59:45 CEST 2015,Mon Jun 22 17:54:05 CEST 2015,,,,,[],{},1.82755
110,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3H7XDTSHKCSKANX5V4CXKBMZEDQGW4,110,Approved,Tue Jun 23 07:39:53 CEST 2015,Mon Jun 22 14:53:02 CEST 2015,Mon Jun 22 14:59:53 CEST 2015,Mon Jun 22 17:54:05 CEST 2015,,,,,[],{},2.7426333333333335
111,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3EJPLAJKEMHM7PD4UENI7O3S11R6ZI,111,Approved,Tue Jun 23 07:41:05 CEST 2015,Mon Jun 22 14:58:45 CEST 2015,Mon Jun 22 15:01:05 CEST 2015,Mon Jun 22 17:54:05 CEST 2015,,,,,[],{},2.2954166666666667
112,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ERET4BTVMAE0DGGSKNK4J6HNTMK9L,112,Approved,Tue Jun 23 07:41:23 CEST 2015,Mon Jun 22 14:58:08 CEST 2015,Mon Jun 22 15:01:23 CEST 2015,Mon Jun 22 17:54:05 CEST 2015,,,,,[],{},3.1990333333333334
